id,original_language,spoken_languages
97,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
11675,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
87,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'si', 'name': ''}]"
123,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
10823,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pt', 'name': 'Português'}, {'iso_639_1': 'es', 'name': 'Español'}]"
11497,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
2907,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
15171,en,[]
11704,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
4978,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
10380,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
11415,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
37530,en,"[{'iso_639_1': 'cs', 'name': 'Český'}, {'iso_639_1': 'en', 'name': 'English'}]"
8393,en,"[{'iso_639_1': 'af', 'name': 'Afrikaans'}, {'iso_639_1': 'en', 'name': 'English'}]"
11937,en,"[{'iso_639_1': 'af', 'name': 'Afrikaans'}, {'iso_639_1': 'en', 'name': 'English'}]"
21661,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
39930,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
10692,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
805,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
34584,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
34636,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]"
2182,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
36647,en,"[{'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'en', 'name': 'English'}]"
431,en,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}]"
2109,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
9877,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]"
1091,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'no', 'name': 'Norsk'}]"
4437,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]"
11932,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
9945,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'la', 'name': 'Latin'}]"
4518,en,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'en', 'name': 'English'}]"
3600,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
12223,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
14444,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
1678,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
39256,ja,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]"
1680,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
244,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
10730,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
31947,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
9749,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
14628,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
9626,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
707,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
9336,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
10157,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
12118,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
10587,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
11825,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
11895,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
9447,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
200,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
1369,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'vi', 'name': 'Tiếng Việt'}]"
1368,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
1370,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]"
10303,en,"[{'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'en', 'name': 'English'}]"
9326,en,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]"
10328,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
11285,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
1367,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
1371,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
1374,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
1375,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
1885,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
8856,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
10495,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
5825,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
6917,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
40729,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
11815,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]"
9426,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
10344,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pl', 'name': 'Polski'}]"
30497,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
16337,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
25018,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
16780,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
9671,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
9396,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
11873,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]"
8224,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
8913,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
10906,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
25748,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
25749,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
10671,en,"[{'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'en', 'name': 'English'}]"
27932,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'hu', 'name': 'Magyar'}]"
7227,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'hu', 'name': 'Magyar'}]"
33518,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
2362,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
871,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
1685,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
1705,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
1688,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
1687,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
29723,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'es', 'name': 'Español'}]"
31638,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
9535,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
796,en,"[{'iso_639_1': 'vi', 'name': 'Tiếng Việt'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]"
7341,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
603,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
564,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ar', 'name': 'العربية'}]"
9460,cn,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'iso_639_1': 'en', 'name': 'English'}]"
1893,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
15849,en,"[{'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]"
18990,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]"
29242,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
29243,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
31498,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
29239,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
1924,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
8536,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
9531,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'th', 'name': 'ภาษาไทย'}]"
11411,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'th', 'name': 'ภาษาไทย'}]"
138,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'hu', 'name': 'Magyar'}]"
30793,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
3103,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]"
3035,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
3077,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
3074,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
3076,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
3079,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
32023,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
13666,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
29794,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
36685,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
17918,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
817,en,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}]"
37135,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
2105,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
10239,fr,"[{'iso_639_1': 'fr', 'name': 'Français'}]"
10208,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
2667,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
9825,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
620,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
2978,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
332,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'no', 'name': 'Norsk'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'es', 'name': 'Español'}]"
147,fr,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]"
9710,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
10766,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
10768,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
813,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
2665,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
11418,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
11153,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
11077,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]"
28597,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'pt', 'name': 'Português'}]"
850,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
10366,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
9349,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
11037,en,"[{'iso_639_1': 'nl', 'name': 'Nederlands'}, {'iso_639_1': 'en', 'name': 'English'}]"
11955,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
2038,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
28737,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
91893,en,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]"
11601,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
11797,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
18086,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
10975,cn,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}]"
10974,cn,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}]"
9638,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
10576,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
12662,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
11230,cn,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}]"
1654,en,"[{'iso_639_1': 'la', 'name': 'Latin'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'es', 'name': 'Español'}]"
658,en,"[{'iso_639_1': 'zh', 'name': '普通话'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]"
657,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'tr', 'name': 'Türkçe'}, {'iso_639_1': 'ro', 'name': 'Română'}]"
646,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]"
5689,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
391,it,"[{'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'es', 'name': 'Español'}]"
772,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]"
65448,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
65452,fr,"[{'iso_639_1': 'en', 'name': 'English'}]"
29064,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]"
10496,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
16162,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
15247,en,"[{'iso_639_1': 'sq', 'name': 'shqip'}, {'iso_639_1': 'en', 'name': 'English'}]"
29251,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
5548,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
5549,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
699,en,"[{'iso_639_1': 'el', 'name': 'ελληνικά'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]"
709,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]"
253,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'hu', 'name': 'Magyar'}]"
660,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]"
11377,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
18111,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
16281,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]"
16288,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
1694,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]"
24831,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
37853,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
14035,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
40771,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
40772,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
40773,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
10228,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
11663,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'gd', 'name': ''}, {'iso_639_1': 'ga', 'name': 'Gaeilge'}]"
9264,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
18222,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
20565,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
36643,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]"
863,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
32669,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
10402,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
25188,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
15515,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
10137,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
49948,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
10471,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
14919,en,"[{'iso_639_1': 'cs', 'name': 'Český'}, {'iso_639_1': 'en', 'name': 'English'}]"
2005,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
6279,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
8872,en,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'iso_639_1': 'en', 'name': 'English'}]"
8873,en,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'iso_639_1': 'en', 'name': 'English'}]"
9869,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
9367,es,"[{'iso_639_1': 'es', 'name': 'Español'}]"
16562,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]"
4234,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
9605,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]"
8374,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]"
25934,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
2787,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
2069,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'es', 'name': 'Español'}]"
10839,en,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]"
838,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
11176,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
11899,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
9532,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]"
13939,en,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]"
14373,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
24873,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
26263,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
34746,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
1498,en,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'en', 'name': 'English'}]"
1497,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
1499,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
11690,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
11520,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
990,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
11478,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
11356,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
17339,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]"
26879,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
13665,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
12309,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': '日本語'}]"
106,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]"
1359,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}]"
10557,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'ur', 'name': 'اردو'}]"
11977,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
9456,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]"
889,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
452,da,"[{'iso_639_1': 'da', 'name': 'Dansk'}]"
39283,fr,"[{'iso_639_1': 'en', 'name': 'English'}]"
65460,fr,"[{'iso_639_1': 'en', 'name': 'English'}]"
55667,fr,"[{'iso_639_1': 'en', 'name': 'English'}]"
12476,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
16395,en,"[{'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'en', 'name': 'English'}]"
5608,de,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]"
10560,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
5683,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
14906,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pt', 'name': 'Português'}]"
9285,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
955,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
8584,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'zh', 'name': '普通话'}, {'iso_639_1': 'es', 'name': 'Español'}]"
668,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]"
691,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'ar', 'name': 'العربية'}]"
698,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]"
682,en,"[{'iso_639_1': 'th', 'name': 'ภาษาไทย'}, {'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'iso_639_1': 'en', 'name': 'English'}]"
9600,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
21,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
10911,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'el', 'name': 'ελληνικά'}]"
26912,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
26278,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
26953,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
26954,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]"
26956,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]"
26957,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
26958,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
26959,pt,"[{'iso_639_1': 'en', 'name': 'English'}]"
26960,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
23069,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
21299,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
38802,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
21137,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
36724,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
938,it,"[{'iso_639_1': 'it', 'name': 'Italiano'}]"
10648,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]"
10246,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
19698,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
23919,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
26554,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
15239,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
28165,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': '日本語'}]"
28169,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
169,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
10128,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
9659,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
8810,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
9355,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
10068,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
11495,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]"
482,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
479,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]"
9873,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
16820,en,"[{'iso_639_1': 'cs', 'name': 'Český'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]"
15379,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'vi', 'name': 'Tiếng Việt'}]"
12764,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'vi', 'name': 'Tiếng Việt'}]"
27352,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pt', 'name': 'Português'}]"
17897,en,"[{'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'en', 'name': 'English'}]"
16094,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
16096,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
11822,de,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]"
494,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
493,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
4247,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
36657,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
12599,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'en', 'name': 'English'}]"
11940,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
12107,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
9383,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
15158,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
16139,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
16146,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
26515,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
13567,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
20850,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]"
8843,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
10643,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
37136,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
37137,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
