id_original,name,id_crew
107775,'Arild Andresen','1042524.0'
10778,'Joel Coen','1223.0'
107781,'Brenton Spencer','108888.0'
10779,'Peter Jackson','108.0'
10780,'Garry Marshall','1201.0'
107808,'David R. Brooks','1042635.0'
10781,'Jonathan Liebesman','66739.0'
107811,'Jon Lucas' 'Scott Moore',"'52114.0,226089.0'"
107812,'Mario Monicelli','32375.0'
10782,'John McTiernan','1090.0'
107828,'Ho Meng-Hua','1042634.0'
10783,'Nora Ephron','9248.0'
10784,'Bob Fosse','66777.0'
107846,'Mikael Håfström','29605.0'
10785,'Christian Nyby','13973.0'
107852,'Claire Simon','56211.0'
10786,'Richard Lester','10586.0'
10787,'James Whale','2917.0'
107874,'Peter Godfrey','29625.0'
107876,'Gregory La Cava','74659.0'
10788,'Sabbir Khan','66829.0'
107891,'Ho Meng-Hua','1042634.0'
10790,'Nacho Cerdà','66795.0'
107916,'Paco León','224870.0'
10792,'Jean-Jacques Annaud','2352.0'
107928,'Carlo Lizzani','122016.0'
107937,'Ram Gopal Varma','76813.0'
10794,'Blake Edwards','1927.0'
107942,'Robert J. Siegel','1132116.0'
107946,'Stuart Burkin','1196937.0'
10795,'Guillaume Canet','19866.0'
10796,'James Wong','57134.0'
107966,'Edward Bernds','34402.0'
10797,'Stefan Fjeldmark' 'Kresten Vestbjerg Andersen' 'Thorbjørn Christoffersen',"'58268.0,66879.0,66880.0'"
107973,'Irving Cummings','129422.0'
107976,'Terra Shin','83016.0'
107978,'Mårten Klingberg','146954.0'
10798,'Gérard Pirès','23945.0'
107983,'Piotr Szulkin','83263.0'
107985,'Edgar Wright','11090.0'
10799,'Chris Nahon','21931.0'
107999,'Norman Taurog','82800.0'
108,'Krzysztof Kieślowski','1126.0'
10800,'Guillaume Ivernel' 'Arthur Qwak',"'66856.0,66857.0'"
108003,'Gordon Douglas','51677.0'
10801,'Sönke Wortmann','1869.0'
108010,'Arthur Dreifuss','588449.0'
108017,'Victor Sjöström','8741.0'
10802,'Paul Verhoeven','10491.0'
108021,'Stephen Gyllenhaal','15912.0'
10803,'Michael Anderson','20412.0'
10804,'David S. Ward','12920.0'
108048,'Jean-François Laguionie','119234.0'
10805,'Sylvester Stallone','16483.0'
108055,'Lewis Milestone','2000.0'
108059,'Aaron Lipstadt','97847.0'
10806,'Frank Oz','7908.0'
108063,'Veljko Bulajić','112391.0'
10808,'Steve Carr','52112.0'
10809,'Andrés Waissbluth','66900.0'
10810,'Emilio Maillé','66909.0'
108147,'Chris Wojcik','1043297.0'
108155,'William Wyler','10001.0'
10817,'Alexis dos Santos','66956.0'
108176,'Manny Rodriguez','140244.0'
108177,'Jay Karas','84074.0'
108179,'Marco Ferreri','34264.0'
10818,'Céline Sciamma','68813.0'
108181,'Edward Nassour' 'Ismael Rodríguez',"'1054730.0,97967.0'"
10819,'Wojciech Smarzowski','66969.0'
108200,'Alexander Hall','99667.0'
108204,'Duwayne Dunham','6592.0'
108209,'Roy Del Ruth','94218.0'
10821,'Özhan Eren','66979.0'
108213,'Pál Fejős' 'John Murray Anderson',"'544711.0,1043334.0'"
10822,'Tom Kalin','66983.0'
108220,'George Marshall','19093.0'
108222,'Walter Lang','80570.0'
108224,'Thornton Freeland','129552.0'
108227,'Waris Hussein','44726.0'
108228,'James Yukich','22636.0'
10823,'Fritz Kiersch','66987.0'
108232,'Mitchell Leisen','108914.0'
108235,'Mark Jean','109680.0'
10824,'Bill Condon','15557.0'
108241,'Atom Egoyan','56205.0'
108246,'Busby Berkeley','95293.0'
108251,'Stephen Gyllenhaal','15912.0'
108256,'Leo McCarey','30008.0'
108259,'Joseph Sargent','15663.0'
108266,'Stuart Heisler','81285.0'
108267,'Lesley Selander','130325.0'
108282,'George McCowan','40378.0'
10829,'Brent Maddock','26475.0'
10830,'Danny DeVito','518.0'
108309,'Carlos Gaviria','147358.0'
10831,'Peter Greenaway','30309.0'
108312,'Jerrold Freedman','55264.0'
108316,'Evan Dunsky','1043813.0'
10832,'David Moreau' 'Xavier Palud',"'56735.0,56736.0'"
108322,'Henry Jaglom','117075.0'
10833,'David Mirkin','58178.0'
108331,'María Novaro','1043860.0'
10834,'Wim Wenders','2303.0'
108345,'David Butler','76381.0'
108346,'Eric Styles','231521.0'
108348,'Mark Sandrich','30165.0'
10835,'John Woo','11401.0'
108353,'Norman Panama','50577.0'
10836,'Stuart Gordon','27991.0'
108365,'Ismail Merchant','54448.0'
10837,'Bob Hathcock','67056.0'
10839,'Sam Peckinpah','7767.0'
108391,'Joe Cacaci','260933.0'
10840,'Hayao Miyazaki','608.0'
108401,'Miguel Arteta','61069.0'
10841,'Andrew V. McLaglen','51875.0'
108419,'Andy Warhol','18626.0'
10842,'Sion Sono','67075.0'
10843,'Martin Scorsese','1032.0'
108432,'Peter Sasdy','100296.0'
108437,'Carlo Vanzina','69038.0'
10844,'Robert Sarkies','67106.0'
10845,'Tim Sullivan','20773.0'
10846,'Roberto Benigni','4818.0'
10847,'Harry Hook','61019.0'
108476,'Candida Brady','1128872.0'
10849,'Woody Allen','1243.0'
108501,'Patrick G. Donahue','605813.0'
10851,'Guy Ritchie','956.0'
108512,'Nagisa Ōshima','46230.0'
10852,'Wong Jing','548474.0'
108523,'Junji Sakamoto','224663.0'
108535,'Carlo Lizzani','122016.0'
10854,'J.S. Cardone','52371.0'
108540,'Dan Carracino' 'Kevin Hanlon',"'1044251.0,1044252.0'"
108548,'Manoel de Oliveira','81749.0'
10855,'Ching Siu-Tung','67259.0'
108553,'Carl Reiner','1895.0'
10856,'Juan Carlos Fresnadillo','17597.0'
108564,'Otto Preminger','834.0'
10857,'Jimmy T. Murakami','67268.0'
108573,'Martin Asphaug','1025547.0'
108574,'Gérard Blain','24298.0'
10858,'Oliver Stone','1152.0'
108582,'James Wong Howe','14569.0'
10859,'John Badham','12840.0'
10860,'Herbert Ross','18378.0'
10861,'Ringo Lam','26767.0'
108614,'Joshua Lim','1044685.0'
10862,'Don Roos','57579.0'
10863,'Richard Marquand','19800.0'
108632,'Tod Browning','1496.0'
108634,'Shinji Sômai','545393.0'
108636,'Jeong-Kuk Lee','1044734.0'
108639,'Wim Vandekeybus','1044735.0'
108646,'Chi Y. Lee','131162.0'
108648,'Satsuo Yamamoto','128029.0'
10865,'Gary Trousdale' 'Kirk Wise',"'62047.0,62048.0'"
10866,'John Dahl','21053.0'
108664,'Stefano Chiantini','1044765.0'
108665,'Tony Liu Chun-Ku','224519.0'
108668,'Don Weis','148601.0'
10867,'Giuseppe Tornatore','65314.0'
108677,'Kenneth Bowser','109070.0'
10868,'Jonathan Kaplan','42171.0'
108688,'George Sidney','21506.0'
10869,'Robert Stevenson','5834.0'
10870,'Philippe Haïm','67716.0'
108705,'Aurelio Grimaldi','126973.0'
10871,'Jeb Stuart','7671.0'
108712,'Edgard Navarro','1044807.0'
108716,'Jonathan Kaplan','42171.0'
10872,'Ted Demme','34849.0'
108723,'George McCowan','40378.0'
108726,'Chandran Rutnam','1044835.0'
10873,'E. Elias Merhige','17279.0'
10874,'Brian Henson','65298.0'
10875,'Steve Kloves','10967.0'
10876,'Philip Kaufman','648.0'
108762,'Aleksi Mäkelä','93561.0'
10877,'Andrzej Bartkowiak','10765.0'
10878,'Dennis Dugan','17494.0'
108788,'Raymond Saint-Jean','1044885.0'
108789,'Ferdinando Baldi','41159.0'
10879,'Charles Shyer','56106.0'
108794,'Tom Clegg','96372.0'
108798,'Tokuzô Tanaka','83199.0'
1088,'Niki Caro','15287.0'
10880,'Roland Emmerich','6046.0'
10881,'Mamoru Oshii','12180.0'
108812,'Robert Wise','1744.0'
10882,'Clyde Geronimi' 'Wolfgang Reitherman' 'Les Clark' 'Eric Larson',"'64864.0,57314.0,115754.0,22066.0'"
108822,'Chantal Akerman','130030.0'
108827,'Svetozar Ristovski','144851.0'
108835,'Miroslav Lekić','143457.0'
10884,'Rick Ray','67314.0'
108843,'Roy Rowland','46307.0'
108844,'Lewis Seiler','84641.0'
10885,'Masayuki Ochiai','67316.0'
108852,'Edward Buzzell','77101.0'
10886,'Giuseppe Tornatore','65314.0'
108869,'George Roy Hill','9577.0'
108879,'Jamie Pickup','1045273.0'
10889,'John Cassavetes','11147.0'
1089,'Kathryn Bigelow','14392.0'
10890,'Ivan Reitman','8858.0'
108901,'Charlie Russell','1045283.0'
10891,'S. S. Wilson','26479.0'
108917,'Jeffrey Schwarz','562695.0'
108923,'Harold S. Bucquet' 'Fred Niblo',"'33026.0,108106.0'"
108930,'Michael Drumm','86298.0'
108933,'Douglas Curtis','34968.0'
10894,'Lucky McKee','51534.0'
108949,'Lino Brocka','535191.0'
10895,'Hamilton Luske' 'Ben Sharpsteen',"'11429.0,11426.0'"
10896,'Barry Levinson','8246.0'
108969,'Ted Kotcheff','16544.0'
10897,'Penelope Spheeris','58448.0'
108972,'Byun Young-Joo','42793.0'
10898,'Jim Kammerud','60725.0'
108994,'Victor Saville','14860.0'
109,'Krzysztof Kieślowski','1126.0'
1090,'Josef Rusnak','15361.0'
10900,'Jennifer Chambers Lynch','14800.0'
109001,'Ram Gopal Varma','76813.0'
109008,'Mervyn LeRoy','9054.0'
109016,'Robert Stevenson','5834.0'
109018,'Richard Thorpe','70862.0'
109020,'Robert Parrish','8514.0'
109028,'Rajiv Rai','583607.0'
109048,'Pen-Ek Ratanaruang','69991.0'
10905,'Stan Dragoti','67411.0'
10906,'Mary Lambert','56263.0'
10907,'Michael Curtiz' 'William Keighley',"'4109.0,67426.0'"
109074,'Tim Ritter','98713.0'
10908,'John G. Avildsen','16513.0'
109080,'Takahiro Imamura','543590.0'
109088,'Chang Cheh','99436.0'
10909,'Dominic Sena','58498.0'
109091,'Ridley Scott','578.0'
109097,'Ben Parker','1159997.0'
109099,'Brian De Palma','1150.0'
1091,'John Carpenter','11770.0'
10910,'John Huston','6593.0'
109102,'Bert I. Gordon','101225.0'
109109,'George Waggner','30129.0'
10911,'J. Lee Thompson','18669.0'
10912,'Delbert Mann','67451.0'
109122,'Bernard L. Kowalski','89157.0'
10913,'Thomas Vinterberg','4453.0'
109133,'Roger Kay','153298.0'
10915,'Damiano Damiani','35256.0'
10916,'Michael Vejar','31900.0'
109161,'Roger Young','23946.0'
10917,'Robert Markowitz','27676.0'
109170,'Charles Herman-Wurmfeld','76247.0'
109174,'Noel Nosseck','154631.0'
109175,'Michael Anderson','20412.0'
109176,'Nick Marck','149619.0'
10918,'Nick Hurran','42274.0'
1092,'Carol Reed','15378.0'
10921,'Janet Greek','67478.0'
109213,'Nico Mastorakis','107301.0'
10922,'Robert Benton','6729.0'
10923,'Harald Zwart','21981.0'
109235,'Norman Z. McLeod','82389.0'
10925,'Dan O'Bannon','5045.0'
109251,'Gilbert Cates','119784.0'
109258,'Mark Robson','19457.0'
109259,'Paul Mazursky','47773.0'
109260,'Sérgio Tréfaut','1045479.0'
109261,'Pierre Pinaud','1046026.0'
109262,'Howard Hawks','11435.0'
109264,'Andrew Solt' 'Malcolm Leo',"'81186.0,108128.0'"
109279,'Giacomo Battiato','234495.0'
10929,'Glen Morgan','58403.0'
109298,'Burt Gillett','122633.0'
1093,'Louis Malle','15389.0'
10930,'Claude Chabrol','19069.0'
109301,'Wilfred Jackson','11434.0'
109323,'David Hand','5446.0'
109329,'David Hand','5446.0'
10934,'Audrey Wells','36805.0'
10935,'Michael Cimino','12114.0'
109354,'Ivan Dykhovichnyy','41049.0'
109364,'Alain Resnais' 'Robert Hessens',"'11983.0,1301672.0'"
10937,'Barbet Schroeder','23393.0'
109379,'Vulo Radev','1043435.0'
10938,'Hettie MacDonald','67570.0'
109380,'Zbynek Brynych','38097.0'
10939,'Yves Robert','25182.0'
109391,'Michel Gondry','201.0'
109398,'Peter Kubelka','1046110.0'
10940,'Michael Vejar','31900.0'
109404,'Rob Reiner','3026.0'
109408,'Lars von Trier','42.0'
10941,'Jesús Salvador Treviño','67576.0'
109410,'Brian Helgeland','4723.0'
109414,'Seth Rogen' 'Evan Goldberg',"'19274.0,54734.0'"
109416,'Alexis Lloyd','1046132.0'
109417,'Benson Lee','1046142.0'
109418,'Dennis Dugan','17494.0'
10942,'Richard Compton','15959.0'
109421,'Steven Soderbergh','1884.0'
109424,'Paul Greengrass','25598.0'
109425,'Tanya Rosenberg','1046167.0'
109428,'Fede Alvarez','932248.0'
10943,'Brian Gilbert','58080.0'
109431,'Seth Gordon','71600.0'
109435,'King Vidor','29962.0'
109439,'Todd Phillips','57130.0'
10944,'Jane Campion','10757.0'
109441,'Charles Walters','69392.0'
109443,'Adam McKay','55710.0'
109445,'Chris Buck' 'Jennifer Lee',"'15774.0,1120694.0'"
10945,'Penny Marshall','14911.0'
109451,'Cody Cameron' 'Kris Pearn',"'12095.0,1046494.0'"
109453,'Paul Duddridge' 'Nigel Levy',"'576117.0,1295039.0'"
109455,'Tizza Covi' 'Rainer Frimmel',"'1046508.0,1046509.0'"
109456,'Demofilo Fidani','1046507.0'
109459,'Daniel Stamm','120245.0'
10946,'Alastair Fothergill' 'Mark Linfield',"'67589.0,67590.0'"
109463,'Huan Vu','1046547.0'
109466,'Albert Pyun','63937.0'
10947,'Kenny Ortega','65310.0'
109472,'Subrata Sen','1046564.0'
109475,'Delbert Mann','67451.0'
109477,'David Muñoz' 'Rafa Dengrá' 'Adrián Cardona',"'237952.0,1046586.0,1046587.0'"
109478,'Jaime Hellman','1046588.0'
109479,'Mark Hanlon','58278.0'
10948,'Ted Berman' 'Art Stevens' 'Richard Rich',"'67604.0,67607.0,107274.0'"
109481,'Herbert Wilcox','148559.0'
10949,'David Lean','12238.0'
109491,'Richard LaGravenese','2163.0'
10950,'Jessie Nelson','16853.0'
109500,'Terry Miles','939452.0'
10951,'Vincent Kok','65934.0'
109513,'Dax Shepard' 'David Palmer',"'51298.0,140372.0'"
109515,'Santosh Manjrekhar','1046743.0'
109516,'Daniel Raim','1046739.0'
10952,'Mario Van Peebles','16214.0'
109520,'Bryce Wagoner','1046759.0'
109535,'Aleksandr Nevzorov','1046794.0'
109539,'John Ford','8500.0'
10954,'Gérard Corbiau','67794.0'
10955,'Liliana Cavani','67750.0'
109554,'Osamu Fukutani','1046821.0'
10956,'Dennie Gordon','66960.0'
109560,'Tōru Murakawa','129957.0'
109565,'David Schmoeller','52268.0'
10957,'Ted Berman' 'Richard Rich',"'67604.0,107274.0'"
109572,'Minoru Ohara','1046842.0'
10958,'Peter Markle','67632.0'
109581,'William Spicer' 'James Moore',"'1514632.0,1514633.0'"
109584,'Rufus Norris','229702.0'
109587,'Srđan Koljević','36640.0'
10960,'Dick Lowry','33880.0'
109600,'James Ivory','54441.0'
10961,'Scott Glosserman','67657.0'
109610,'Paul Lynch','44130.0'
109614,'Kevin Bacon','4724.0'
109632,'Cecil B. DeMille','8636.0'
109636,'Ivan Nagy','1144666.0'
109667,'Frank Perry','113799.0'
109669,'Jack Gold','70055.0'
109689,'Fernando González Molina','82724.0'
109690,'David Marqués','1031128.0'
109695,'Rachel Seifert','1047295.0'
10970,'Mel Brooks','14639.0'
10971,'Roy Ward Baker','26134.0'
109711,'Alexander Hall','99667.0'
109716,'William Dieterle','49214.0'
10972,'Brad Anderson','37948.0'
109729,'Paul Schrader','1035.0'
10973,'Jack Arnold','33883.0'
10974,'Jackie Chan' 'Eric Tsang',"'18897.0,26724.0'"
10975,'Jackie Chan','18897.0'
109752,'Kevin Conner','252668.0'
109774,'Stanislav Rostotsky','239485.0'
10978,'Josef Fares','57022.0'
109797,'James Frawley','68457.0'
109809,'Menahem Golan','33008.0'
10981,'Vincenzo Natali','5877.0'
10982,'Cory Edwards' 'Todd Edwards' 'Tony Leech',"'61373.0,61371.0,61372.0'"
109835,'Balaji Sakthivel','584919.0'
10984,'Jamie Blanks','59958.0'
109841,'Victor Halperin','90064.0'
109843,'Ben Drew','449889.0'
10985,'Ed Decter','7397.0'
10986,'Franco Castellano' 'Giuseppe Moccia',"'67971.0,67972.0'"
109861,'Hannu Kahakorpi','125603.0'
10987,'Joe Chappelle','55116.0'
10988,'Jeremiah S. Chechik','34682.0'
109881,'William Dieterle','49214.0'
109886,'Frank Borzage','14855.0'
109887,'Mark Robson','19457.0'
10989,'Baltasar Kormákur','67813.0'
109891,'Jack Conway','82413.0'
109894,'Chris Eyre','1232592.0'
10990,'Lee Tamahori','7256.0'
109907,'Vivek Agnihotri','126763.0'
10991,'Michael Haigney' 'Kunihiko Yuyama' 'Michael Haigney' 'Kunihiko Yuyama',"'65428.0,65429.0,65428.0,65429.0'"
109912,'Donald Shebib','201279.0'
109913,'Lew Landers','82491.0'
10992,'Lawrence Guterman','64191.0'
109933,'Irving Cummings','129422.0'
10994,'Peter Kosminsky','67781.0'
10995,'Jean-Jacques Annaud','2352.0'
10996,'Rob Minkoff','18898.0'
109962,'George Cukor' 'George Cukor',"'14674.0,14674.0'"
10997,'Chen Kaige','20640.0'
109970,'Frank Borzage','14855.0'
109979,'Edoardo Leo','1047948.0'
10998,'Adrian Lyne','7270.0'
10999,'Mark L. Lester','67753.0'
109991,'Sergei Gerasimov','624719.0'
11,'George Lucas','1.0'
110,'Krzysztof Kieślowski','1126.0'
11000,'Mike Nichols','5342.0'
110001,'Imanol Uribe','224884.0'
11001,'Les Mayfield','56911.0'
11002,'Hugh Hudson','58220.0'
110029,'Ertem Eğilmez','109083.0'
11003,'Frank Coraci','57370.0'
11004,'Curtis Hanson','323.0'
110040,'Atıf Yılmaz','97278.0'
11005,'Penny Marshall','14911.0'
11006,'Hal Needham','67767.0'
11007,'Shawn Levy','17825.0'
110073,'Run Wrake','1048342.0'
11008,'Nick Castle','14692.0'
11009,'John Badham','12840.0'
11010,'Michael Radford','28898.0'
11011,'Donald Petrie','18281.0'
110112,'Gregg Godfrey' 'Jeremy Rawle',"'79964.0,96087.0'"
110115,'Bill Douglas','1048402.0'
11012,'Louis Malle','15389.0'
110122,'Eric Hayden','209170.0'
110123,'James L. Conway','177876.0'
11013,'Steven Shainberg','67795.0'
110130,'Richard Pepin','36148.0'
110131,'Viktor Gertler','13888.0'
110139,'Budd Boetticher','18574.0'
110146,'Wayne Blair','131664.0'
110147,'David Carson' 'Herbert Wise',"'2380.0,79925.0'"
110148,'Robert Harmon','57895.0'
11015,'Peter Hyams','37710.0'
11016,'John Huston','6593.0'
110160,'Xavier Dolan','143593.0'
11017,'Tamra Davis','57691.0'
11018,'Michael Cimino','12114.0'
11019,'Alastair Fothergill' 'Andy Byatt',"'67589.0,67818.0'"
11020,'Peter Weir','2690.0'
110204,'Bobby Roth','111944.0'
11022,'Joe Carnahan','40223.0'
110227,'Walter C. Miller','1227247.0'
11023,'Catherine Hardwicke','19850.0'
11024,'Raja Gosnell','1215.0'
11025,'Dennie Gordon','66960.0'
110253,'King Vidor','29962.0'
11026,'Renny Harlin','16938.0'
110260,'Umberto Lenzi','22467.0'
110261,'Bruno Mattei' 'Claudio Fragasso',"'45672.0,45577.0'"
11027,'Bob Rafelson','19450.0'
110272,'Donald Rice','1048623.0'
11028,'Jim McBride','15206.0'
110282,'Amma Asante','1193597.0'
110283,'Juzo Itami','69167.0'
110299,'Paul Wendkos' 'Hubert Cornfield',"'73150.0,116133.0'"
1103,'John Carpenter','11770.0'
11030,'Woody Allen','1243.0'
11031,'Rob Reiner','3026.0'
110323,'Claude Miller','18209.0'
11033,'Brian De Palma','1150.0'
110336,'Herbert L. Strock','31251.0'
11034,'Jack Clayton','25630.0'
11035,'Federico Fellini','4415.0'
110351,'Leonardo Defilippis','1049309.0'
110354,'Christopher Kenneally','110828.0'
11036,'Nick Cassavetes','11151.0'
11037,'Sidney J. Furie','64508.0'
110372,'Jorge Olguín','1021765.0'
11038,'Jeff Kanew','67897.0'
110381,'Alain Gomis','235932.0'
11039,'Michele Lupo','33806.0'
110390,'Roy Andersson','45791.0'
110391,'Bahman Ghobadi','54607.0'
110392,'Bill Jones' 'Jeff Simpson' 'Ben Timlett',"'1049372.0,1049374.0,1049375.0'"
110393,'Pablo Trapero','56210.0'
110395,'Jon Acevski','1093528.0'
110398,'Pablo Larraín','225009.0'
11040,'Arthur Penn','6448.0'
110402,'Aleksey German','270361.0'
11041,'Penelope Spheeris','58448.0'
110410,'Johnnie To','25236.0'
110412,'José Ramón Larraz','97652.0'
110415,'Bong Joon-ho','21684.0'
110416,'Tomm Moore','96676.0'
110419,'John Mackenzie','40007.0'
11042,'Denys Arcand','38516.0'
110420,'Mamoru Hosoda','81718.0'
110428,'Bruno Dumont' 'Bruno Dumont',"'95901.0,95901.0'"
110433,'Terry Hughes','15239.0'
11044,'Emir Kusturica','15254.0'
110447,'Marco Bellocchio','105866.0'
11045,'Tim Story','20400.0'
110457,'William Beaudine','30833.0'
11046,'Brian G. Hutton','54451.0'
110465,'Victor Saville','14860.0'
110468,'William Beaudine','30833.0'
11047,'Ray Goossens','67919.0'
110479,'Desmond Davis','64823.0'
11048,'Steno','67924.0'
110486,'Will Mackenzie','157301.0'
11049,'Kazuhisa Takenôchi','67925.0'
110490,'Bille Woodruff','62116.0'
110491,'Cory Shiozaki','1049443.0'
11050,'James L. Brooks','3388.0'
110501,'Miroslav Momčilović','1049490.0'
110502,'Jerry Hopper','116986.0'
11051,'Martin Scorsese','1032.0'
110513,'Jim McKay','205639.0'
11052,'Hatsuki Tsuji','67941.0'
110525,'Archie Mayo','81165.0'
11053,'Steno','67924.0'
110538,'David Beaird','121760.0'
11054,'John Waters','10367.0'
110540,'Philip Moeller','1049883.0'
110548,'Paul Ziller','82518.0'
110549,'Michael Dimich','163539.0'
11055,'Steno','67924.0'
110552,'Prachya Pinkaew','57214.0'
110553,'Alan Deutsch','1049924.0'
110555,'Levan Koguashvili','1049945.0'
11056,'Jaume Balagueró','54525.0'
110568,'Morton DaCosta','87521.0'
11057,'Michael Verhoeven','26595.0'
110573,'Jean Grémillon','238377.0'
11058,'Nick Hamm','6361.0'
110588,'William Butler' 'Silvia St. Croix',"'81460.0,97903.0'"
11059,'Uwe Boll','23799.0'
110598,'Jane Wagner','72402.0'
11060,'Mike Figgis','6111.0'
110603,'Allan Dwan','93905.0'
110608,'Dejan Zečević','558763.0'
11062,'Harold Becker','23213.0'
110624,'Arthur Allan Seidelman','41222.0'
110628,'Anatole Litvak','37361.0'
11064,'Walter Hill','1723.0'
110643,'Glenn A. Jordan','30038.0'
11065,'Tim Blake Nelson','1462.0'
110650,'Peter Tscherkassky','1050201.0'
11066,'Reginald Hudlin','68215.0'
110666,'John McNaughton','9200.0'
110669,'Henry Koster','33064.0'
11067,'David S. Ward','12920.0'
110671,'Martin Ritt','18854.0'
110674,'Ray Nazarro ','582417.0'
11068,'Cameron Crowe','11649.0'
11069,'S. S. Wilson','26479.0'
110692,'Robert Downey Sr.','59874.0'
11070,'Ralf Huettner','35408.0'
11071,'Gordon Douglas','51677.0'
11072,'Mel Brooks','14639.0'
110733,'Boris Barnet' 'S. Mardanin',"'144826.0,1442632.0'"
11074,'Rowdy Herrington','63943.0'
110748,'Shôhei Imamura','20025.0'
11075,'Takashi Miike','17282.0'
11076,'Carroll Ballard','68212.0'
110760,'Stephen Quay' 'Timothy Quay',"'124237.0,124238.0'"
110761,'Lukas Moodysson','11037.0'
11077,'Dennis Dugan','17494.0'
110777,'Frederick Wiseman','138006.0'
110779,'Giuseppe Vari','50778.0'
11078,'Dennis Dugan','17494.0'
110790,'George Marshall','19093.0'
11081,'D.J. Caruso','40256.0'
11082,'Carl Schultz','68085.0'
110823,'Francesco Maselli','129074.0'
11083,'Bent Hamer','56377.0'
110830,'Frans Nel','1050711.0'
110838,'Derek Jarman','86290.0'
11084,'Dick Maas','21440.0'
11085,'Lewis Milestone','2000.0'
11086,'Frank Darabont','4027.0'
11087,'Curtis Hanson','323.0'
11088,'David Mamet','1255.0'
110887,'Howard Hawks','11435.0'
11089,'Andres Veiel','68002.0'
110898,'Ben Briand','1050789.0'
110899,'Seijun Suzuki','82461.0'
11090,'Luke Greenfield','65734.0'
110901,'Seijun Suzuki','82461.0'
110903,'Seijun Suzuki','82461.0'
110909,'Isabel Coixet','90.0'
11091,'Penny Marshall','14911.0'
110919,'Srdan Golubović','36639.0'
11092,'Alan J. Pakula','6349.0'
110924,'Marco Ferreri' 'Isidoro M. Ferry',"'34264.0,103466.0'"
11093,'Vadim Perelman','78118.0'
110958,'Keith Allen','20056.0'
11096,'John Polson','15337.0'
110965,'Jean-Jacques Jauffret','1050920.0'
110972,'Bryan Gordon','122583.0'
110980,'Sam Newfield','52172.0'
11099,'Omar Naim','68020.0'
110992,'Mehdi Charef','91758.0'
111,'Brian De Palma','1150.0'
11101,'Joseph Vilsmaier','14614.0'
111014,'Roger Cardinal','937775.0'
111017,'José Ferrer','12515.0'
111022,'Scott Hamilton Kennedy','550104.0'
111024,'Peter Ustinov','14501.0'
11103,'Jim Wilson','7847.0'
111031,'Frank Tashlin','47399.0'
111037,'Vincent Sherman','19528.0'
11104,'Wong Kar-wai','12453.0'
111042,'George Seaton','24939.0'
111043,'André De Toth','81799.0'
11107,'Steve Rash','54590.0'
111083,'Oriol Paulo','1051305.0'
11109,'Mike Leigh','65452.0'
111098,'Srđan Karanović','1051358.0'
11110,'Dror Shaul','68067.0'
111100,'Lloyd Bacon','21305.0'
111103,'Ross McElwee','126620.0'
111109,'Lav Diaz','1051381.0'
11111,'Josh Lowell' 'Peter Mortimer',"'68093.0,68094.0'"
111114,'Simon Pummell','91569.0'
111118,'Joshua Tickell' 'Rebecca Harrell Tickell',"'74600.0,93217.0'"
11112,'Donald Petrie','18281.0'
11113,'George Cukor','14674.0'
11114,'Don Chaffey','25558.0'
111149,'Dick Richards','19333.0'
11115,'Gil Cates Jr.' 'Gil Cates Jr.',"'68167.0,68167.0'"
111170,'Alex Karpovsky','123515.0'
111172,'Tom O'Brien','1200372.0'
111173,'Grant Hamilton','1184625.0'
111174,'Ricki Stern' 'Anne Sundberg',"'74105.0,74106.0'"
111188,'Mariano Llinás','1293509.0'
11119,'Geoff Murphy','32277.0'
111190,'Anne Fontaine','48583.0'
11120,'Peter Weir','2690.0'
11121,'Roman Polanski','3556.0'
11122,'Paul Harather','68892.0'
11123,'Mark Robson','19457.0'
111237,'Karen Shakhnazarov','235417.0'
111239,'Carol Morley','163998.0'
111248,'Victor Kossakovsky','998555.0'
111250,'Scott L. Montoya','590960.0'
111261,'Mark Becker','557007.0'
11127,'Edward Neumeier','7722.0'
11128,'Jay Russell','46297.0'
11129,'Justin Kerrigan','68281.0'
11130,'Garry Marshall','1201.0'
111302,'Tod Browning','1496.0'
111304,'Koreyoshi Kurahara','82949.0'
111305,'George W. Hill','29963.0'
111307,'Alfred E. Green','97774.0'
11131,'Jonathan Lynn','21217.0'
111310,'Richard Boleslawski','145968.0'
111312,'Chester M. Franklin' 'Edwin L. Marin',"'940663.0,78053.0'"
111315,'Norman Z. McLeod','82389.0'
111317,'Gordon Douglas','51677.0'
11132,'Sara Sugarman','58628.0'
111326,'Matthew Mishory','1173814.0'
11133,'Brian Gibson','18069.0'
111332,'Thomas C. Grane','1042212.0'
11134,'Stanley Tong','44916.0'
111344,'Victor Saville','14860.0'
11135,'Hendel Butoy' 'Mike Gabriel',"'74297.0,65530.0'"
111359,'Thorold Dickinson','253716.0'
111367,'Jean-Luc Godard','3776.0'
11137,'Martha Coolidge','63713.0'
11139,'Jean-Claude Lauzon','68315.0'
111390,'Jacques Tourneur','10146.0'
111396,'Bùi Thạc Chuyên','1052150.0'
111397,'Yasuzô Masumura','81273.0'
111398,'Mikio Naruse','125690.0'
1114,'Byambasuren Davaa' 'Luigi Falorni' 'Jiska Rickels',"'15459.0,15460.0,15461.0'"
11141,'Peter Howitt','7791.0'
11142,'Sebastian Vigg','28117.0'
111421,'Fred F. Sears','82751.0'
11143,'Yuen Woo-ping','18899.0'
