id_pelicula,department,id_y,job,name
9075,Directing,28239,Director,David Twohy
63951,Directing,1400833,Script Supervisor,Dea Cantu
1407,Directing,1400835,Script Supervisor,Rebecca Fulton
9843,Directing,93906,Director,Robert Z. Leonard
18767,Directing,240,Director,Stanley Kubrick
28304,Directing,12681,Assistant Director,Eric Rattray
49081,Directing,97579,Director,Guy Maddin
4977,Directing,153908,Director,John O'Brien
46875,Directing,17784,Director,John Irvin
8421,Directing,1731386,Script Supervisor,Francesca Ghiotto
5723,Directing,114468,Director,Kevin James Dobson
3432,Directing,14860,Director,Victor Saville
14208,Directing,1090082,Director,Helena Solberg
50153,Directing,12453,Director,Wong Kar-wai
10832,Directing,1209349,Director,Ebrahim Forouzesh
36143,Directing,223825,Director,Freida Lee Mock
14064,Directing,14614,Director,Joseph Vilsmaier
10288,Directing,18254,Director,Simon Wincer
43353,Directing,41550,Director,Andrew Bergman
34573,Directing,1183454,Script Supervisor,Robin Squibb
27464,Directing,229695,Director,David Keating
122291,Directing,366,Director,James Mangold
41930,Directing,1776,Director,Francis Ford Coppola
9815,Directing,16378,Director,Mary Harron
2196,Directing,1400540,Script Supervisor,Sheila Waldron
18425,Directing,122728,Director,Charles Matthau
2698,Directing,1009298,Director,Goran Paskaljević
14125,Directing,1184422,Director,Mwezé Ngangura
675,Directing,24409,Director,Benoît Lamy
31652,Directing,1177451,Director,Jean-Pierre Bekolo
30443,Directing,1079380,Director,Djibril Diop Mambéty
11404,Directing,1153142,Director,Gaston Kaboré
37292,Directing,4415,Director,Federico Fellini
27683,Directing,15389,Director,Louis Malle
13402,Directing,53767,Director,Roger Vadim
155386,Directing,1763213,Assistant Director,Vana Caruso
4516,Directing,1763219,Assistant Director,Michel Clément
8141,Directing,62468,Assistant Director,Jean-Michel Lacor
59995,Directing,1763220,Assistant Director,Eschilo Tarquini
14217,Directing,54361,Assistant Director,Serge Vallin
54546,Directing,994213,Assistant Director,Francesco Aluigi
10795,Directing,1177219,Assistant Director,Liliane Betti
24159,Directing,117075,Director,Henry Jaglom
1721,Directing,990400,Director,Victoria Foyt
31601,Directing,21415,Director,Robby Henson
34588,Directing,2034,Director,Danny Boyle
12455,Directing,9009,First Assistant Director,David Gilchrist
4858,Directing,1890696,Script Supervisor,Anne Coulter
2882,Directing,1214396,Director,Scott Winant
14786,Directing,6046,Director,Roland Emmerich
20942,Directing,1342629,Script Supervisor,Susan Bierbaum
14930,Directing,1391605,Script Supervisor,Annie Welles
9773,Directing,1391606,Script Supervisor,Marvel Wakefield
18421,Directing,4956,Director,Bernardo Bertolucci
14041,Directing,893,Director,Tony Scott
18613,Directing,1422074,Script Supervisor,P.R. Tooke
15667,Directing,62047,Director,Gary Trousdale
14753,Directing,62048,Director,Kirk Wise
95560,Directing,1447436,Layout,Jennifer Yuan
29362,Directing,1447590,Layout,James P. Alles
33931,Directing,1447587,Layout,Peter J. Deluca
25755,Directing,7399,Director,Ben Stiller
16203,Directing,7395,Director,Bobby Farrelly
53827,Directing,7396,Director,Peter Farrelly
2284,Directing,1367508,Script Supervisor,Steve Gehrke
5876,Directing,26713,Director,Chuck Russell
12130,Directing,1434224,Script Supervisor,Dawn C. Dreiling
7345,Directing,1434225,Script Supervisor,Susan Malerstein
20629,Directing,57077,First Assistant Director,Frank Capra III
86241,Directing,240366,Director,Carma Hinton
8875,Directing,30811,Director,Richard Gordon
37780,Directing,4499,Director,Tom Shadyac
25078,Directing,1066960,Director,María Luisa Bemberg
14423,Directing,592762,Director,Lucian Pintilie
7555,Directing,544331,Director,Gazdag Gyula
16988,Directing,41521,Director,Gérard Mordillat
7278,Directing,262130,Director,Mel Chionglo
14220,Directing,3111,Director,Alexandre Rockwell
10834,Directing,1144694,Director,Christopher Larkin
58470,Directing,138795,Director,Laurent Heynemann  
34981,Directing,18878,Director,Rob Cohen
13315,Directing,62739,First Assistant Director,Herb Gains
12855,Directing,570136,Script Supervisor,Nada Pinter
29004,Directing,108,Director,Peter Jackson
46883,Directing,1424641,Script Supervisor,Merrin Ruck
42536,Directing,102445,Director,John Sayles
7797,Directing,992965,Script Supervisor,Mary Cybulski
42143,Directing,18320,Director,Bronwen Hughes
25904,Directing,12962,Director,Jon Turteltaub
8267,Directing,56539,Director,Nicole Holofcener
11152,Directing,1400540,Script Supervisor,Sheila Waldron
11918,Directing,12833,Director,Edward Burns
28704,Directing,5572,Director,Joel Schumacher
25119,Directing,77076,Director,Michael Corrente
7861,Directing,1399029,Script Supervisor,Sarah Auerswald
8780,Directing,21463,Assistant Director,Richard Greenberg
8617,Directing,113371,Assistant Director,Julian Petrillo
50700,Directing,1680614,Assistant Director,Bryan C. Alford
85514,Directing,1680615,Assistant Director,Adam Escott
82731,Directing,28615,Director,Éric Rohmer
15691,Directing,6387,First Assistant Director,Anthony Brand
10681,Directing,66076,Director,Fraser Clarke Heston
26354,Directing,1410205,Script Supervisor,Beverly Winston
41850,Directing,40230,Director,Kevin Hooks
27506,Directing,12988,Director,Paul Michael Glaser
12172,Directing,1403421,Script Supervisor,Dawn Gilliam
64131,Directing,1059880,Director,Ildikó Enyedi
94525,Directing,2357,Director,Howard Franklin
20158,Directing,30869,Director,Mitch Marcus
8265,Directing,1046588,Director,Jaime Hellman
16019,Directing,14132,Director,Nicolas Roeg
88751,Directing,15042,Director,Arlene Sanford
572,Directing,225140,Director,Maurizio Nichetti
36226,Directing,793,Director,Luis Buñuel
80523,Directing,1511310,Assistant Director,Ignacio Villareal
12133,Directing,1753577,Script Supervisor,Javier Carreño
12568,Directing,578049,Script Supervisor,Colette Crochot
14048,Directing,87397,Director,Paul Turner
11910,Directing,28615,Director,Éric Rohmer
16725,Directing,1372854,Assistant Director,Patrice de Bailliencourt
117129,Directing,1372855,Assistant Director,László Benkö
85685,Directing,56201,Director,Peter Sehr
1735,Directing,1870,Director,Gernot Roll
5038,Directing,48685,Director,Rolf Silber
13851,Directing,6258,Director,Peter Weck
19877,Directing,81749,Director,Manoel de Oliveira
46871,Directing,18308,Director,Steve Barron
14654,Directing,71110,Director,John Payson
7446,Directing,28904,Director,Hugh Wilson
14771,Directing,1476342,First Assistant Director,Michael E. Steele
43040,Directing,1486764,Script Supervisor,Shari L. Carpenter
18539,Directing,1553561,Second Assistant Director,Julie A. Bloom
13484,Directing,179609,Director,Nigel Finch
15822,Directing,6159,Director,Ron Howard
14098,Directing,7678,Director,Hart Bochner
54669,Directing,183036,Director,Doug Ellin
73920,Directing,119310,Director,Annette Haywood-Carter
13401,Directing,12989,Director,Andrew Davis
12113,Directing,518,Director,Danny DeVito
14914,Directing,40749,Script Supervisor,Jean Bourne
15935,Directing,32983,Director,Douglas McGrath
10764,Directing,65602,Director,Tim Pope
18548,Directing,92554,Director,Harry Winer
15373,Directing,37302,Director,Georges Franju
52561,Directing,10953,Director,Gilbert Adler
12525,Directing,1399582,Script Supervisor,Lara Fox
17099,Directing,1080308,Director,John Rubino
58570,Directing,1189125,Director,Yin Li
29452,Directing,146295,Director,Yim Ho
8905,Directing,91343,Director,Hal Hartley
88435,Directing,117808,Director,Marcus DeLeon
13220,Directing,1232954,Director,Lee David Zlotoff
16509,Directing,11770,Director,John Carpenter
14447,Directing,107730,Director,Tran Anh Hung
116973,Directing,7482,Director,Julian Schnabel
12449,Directing,4037,Director,Ron Shelton
47499,Directing,1400738,Script Supervisor,Karen Golden
14422,Directing,112674,Director,Rolf de Heer
16268,Directing,587603,Director,Keisuke Kinoshita
23604,Directing,1602585,Assistant Director,Yoshikazu Ôtsuki
13973,Directing,24485,Director,Nicole Garcia
51247,Directing,252740,Director,Leone Pompucci
17845,Directing,1112331,Director,Zheng Jun-Li
362026,Directing,1776,Director,Francis Ford Coppola
28256,Directing,10546,Assistant Director,Fred T. Gallo
25528,Directing,718968,Assistant Director,Stephen F. Kesten
54406,Directing,1625347,Assistant Director,Tony Brandt
49256,Directing,1869,Director,Sönke Wortmann
13177,Directing,44916,Director,Stanley Tong
317,Directing,124092,Director,Lisa Krueger
2309,Directing,125690,Director,Mikio Naruse
18543,Directing,1268046,Assistant Director,Masayoshi Kawanishi
14410,Directing,33405,Director,Gillies MacKinnon
13788,Directing,9340,Director,Lana Wachowski
14871,Directing,9339,Director,Lilly Wachowski
14582,Directing,133259,Director,Arthur Hiller
253116,Directing,1155073,Director,John Ruane
13510,Directing,9789,Director,Robert Altman
14849,Directing,56828,Director,Christopher Cain
37309,Directing,1276348,Director,Peter Shaner
4832,Directing,71174,Director,Tsai Ming-liang
47980,Directing,64219,Director,Daniel Schmid
1961,Directing,69042,Director,Tim Metcalfe
54838,Directing,232119,Director,Izidore K. Musallam
15945,Directing,44916,Director,Stanley Tong
13639,Directing,205639,Director,Jim McKay
157909,Directing,118513,Director,Karim Dridi
29117,Directing,37710,Director,Peter Hyams
27061,Directing,1546006,Script Supervisor,Barbara Thaxton
5334,Directing,1633976,First Assistant Director,Jack Frost Sanders
47739,Directing,13776,Director,John Frankenheimer
17097,Directing,42175,Director,Richard Stanley
15912,Directing,69741,Director,David M. Evans
53863,Directing,508,Director,David Koepp
16258,Directing,1015922,Script Supervisor,Diane H. Newman
14164,Directing,17046,Director,Gary Winick
3632,Directing,13563,Director,Norman Jewison
10041,Directing,15521,Director,Ernest R. Dickerson
16919,Directing,1392150,Script Supervisor,Faith Conroy
83099,Directing,6361,Director,Nick Hamm
15092,Directing,24346,Director,Roy Allen Smith
95977,Directing,28889,Director,Theo van Gogh
17431,Directing,55116,Director,Joe Chappelle
270952,Directing,98750,Director,Trevor Nunn
13475,Directing,33054,Director,Keith Gordon
22152,Directing,14353,Director,Max Ophüls
10946,Directing,587971,Director,Jan Jakub Kolski
90120,Directing,96627,Director,André Téchiné
38008,Directing,10790,Director,Sam Wood
121707,Directing,14674,Director,George Cukor
21832,Directing,13284,Director,Stanley Donen
14160,Directing,13294,Director,Gene Kelly
17927,Directing,13980,Director,Vincente Minnelli
18869,Directing,13284,Director,Stanley Donen
27134,Directing,1927,Director,Blake Edwards
14536,Directing,2636,Director,Alfred Hitchcock
18760,Directing,50581,Assistant Director,Daniel McCauley
18240,Directing,2636,Director,Alfred Hitchcock
14938,Directing,2662,Director,Frank Capra
24734,Directing,14674,Director,George Cukor
8355,Directing,1365045,Assistant Director,Jack Greenwood
10821,Directing,30165,Director,Mark Sandrich
69426,Directing,2636,Director,Alfred Hitchcock
351862,Directing,1472596,Assistant Director,Mickey McCardle
84278,Directing,3146,Director,Billy Wilder
123777,Directing,18379,Assistant Director,Hal W. Polaire
23720,Directing,1551963,Assistant Director,David Salven
22302,Directing,1825945,Script Supervisor,May Wale Brown
69342,Directing,3146,Director,Billy Wilder
39415,Directing,18379,Assistant Director,Hal W. Polaire
67463,Directing,940683,Assistant Director,Sam Nelson
17335,Directing,13284,Director,Stanley Donen
20153,Directing,41713,Assistant Director,Marc Maurette
40743,Directing,4109,Director,Michael Curtiz
58421,Directing,8720,Assistant Director,Lee Katz
31216,Directing,6593,Director,John Huston
19585,Directing,1570441,Assistant Director,John Prettyman
99600,Directing,1544013,Assistant Director,Jack Sullivan
18533,Directing,14674,Director,George Cukor
46351,Directing,3146,Director,Billy Wilder
42638,Directing,1183417,Assistant Director,Charles C. Coleman
21955,Directing,10001,Director,William Wyler
35203,Directing,2653,Assistant Director,Herbert Coleman
34869,Directing,105477,Assistant Director,Bernard Vorhaus
23451,Directing,80570,Director,Walter Lang
58450,Directing,13980,Director,Vincente Minnelli
20171,Directing,9049,Director,Victor Fleming
17618,Directing,9049,Director,Victor Fleming
18570,Directing,91234,Assistant Director,Eric Stacey
18974,Directing,1623581,Assistant Director,Ralph Slosser
25050,Directing,24318,Director,Richard Benjamin
22717,Directing,3146,Director,Billy Wilder
23202,Directing,8626,Assistant Director,Gerd Oswald
54191,Directing,1183417,Assistant Director,Charles C. Coleman
33474,Directing,40,Director,Orson Welles
126136,Directing,1343610,Assistant Director,Edward Donahue
23966,Directing,14511,Second Assistant Director,Fred Fleck
4734,Directing,240,Director,Stanley Kubrick
25132,Directing,108914,Director,Mitchell Leisen
24238,Directing,10601,Director,Joseph L. Mankiewicz
37637,Directing,123574,Assistant Director,Gaston Glass
69912,Directing,1087075,Second Assistant Director,Hal Klein
89681,Directing,14674,Director,George Cukor
26191,Directing,10015,Assistant Director,Edward Woehler
36577,Directing,2636,Director,Alfred Hitchcock
29150,Directing,1351504,Assistant Director,Edmond F. Bernoudy
38065,Directing,91234,Assistant Director,Eric Stacey
85715,Directing,2636,Director,Alfred Hitchcock
4475,Directing,2636,Director,Alfred Hitchcock
23189,Directing,121052,Assistant Director,William Dorfman
7860,Directing,2636,Director,Alfred Hitchcock
73501,Directing,30008,Director,Leo McCarey
153118,Directing,1678832,Assistant Director,Gilbert Mandelik
22881,Directing,2636,Director,Alfred Hitchcock
90041,Directing,13980,Director,Vincente Minnelli
18472,Directing,13980,Director,Vincente Minnelli
31909,Directing,2428,Director,Ernst Lubitsch
38759,Directing,3146,Director,Billy Wilder
129417,Directing,13980,Director,Vincente Minnelli
174598,Directing,13980,Director,Vincente Minnelli
48496,Directing,4109,Director,Michael Curtiz
33052,Directing,67426,Director,William Keighley
13988,Directing,29595,Director,Rouben Mamoulian
28520,Directing,834,Director,Otto Preminger
44808,Directing,1534174,Assistant Director,Tom Dudley
89647,Directing,10601,Director,Joseph L. Mankiewicz
23404,Directing,2662,Director,Frank Capra
33613,Directing,30165,Director,Mark Sandrich
31875,Directing,2428,Director,Ernst Lubitsch
179066,Directing,74659,Director,Gregory La Cava
148435,Directing,18738,Director,George Stevens
41970,Directing,2746,Director,Elia Kazan
10800,Directing,1312999,Assistant Director,Horace Hough
45699,Directing,85426,Assistant Director,Don Alvarado
40660,Directing,1639186,Script Supervisor,Irva Mae Ross
101376,Directing,32427,Director,W.S. Van Dyke
23999,Directing,130325,Assistant Director,Lesley Selander
33511,Directing,11435,Director,Howard Hawks
15807,Directing,1312730,Assistant Director,Cliff P. Broughton
72241,Directing,20412,Director,Michael Anderson
48609,Directing,50300,Special Guest Director,John Farrow
47370,Directing,1369441,Assistant Director,Ivan Volkman
8349,Directing,1427699,Script Supervisor,John Franco
16453,Directing,2662,Director,Frank Capra
71825,Directing,1348081,Assistant Director,Arthur S. Black Jr.
252407,Directing,2662,Director,Frank Capra
31578,Directing,1348081,Assistant Director,Arthur S. Black Jr.
18670,Directing,927617,Assistant Director,Rex Bailey
25293,Directing,93960,Assistant Director,Richard McWhorter
45988,Directing,11435,Director,Howard Hawks
26963,Directing,18738,Director,George Stevens
25950,Directing,8741,Director,Victor Sjöström
56931,Directing,14643,Director,William A. Wellman
63195,Directing,31497,Director,John Cromwell
200664,Directing,81165,Director,Archie Mayo
31515,Directing,31497,Director,John Cromwell
43012,Directing,95293,Director,Busby Berkeley
16350,Directing,33064,Director,Henry Koster
30903,Directing,50302,Director,James Edward Grant
217632,Directing,2636,Director,Alfred Hitchcock
27573,Directing,3681,Script Supervisor,Alma Reville
24225,Directing,2000,Director,Lewis Milestone
24973,Directing,118316,Assistant Director,Maurie M. Suess
42342,Directing,940683,Assistant Director,Sam Nelson
43138,Directing,11435,Director,Howard Hawks
28355,Directing,13348,Director,Howard Hughes
23048,Directing,14999,Director,George A. Romero
89199,Directing,6593,Director,John Huston
16190,Directing,6593,Director,John Huston
132744,Directing,186930,Assistant Director,John Arnold
16686,Directing,1371059,Assistant Director,Robert Sterne
4252,Directing,1588445,Assistant Director,Jeanie Sims
43008,Directing,3632,Director,Richard Brooks
18273,Directing,3632,Director,Richard Brooks
53522,Directing,2662,Director,Frank Capra
22943,Directing,1348081,Assistant Director,Arthur S. Black Jr.
48688,Directing,31497,Director,John Cromwell
145902,Directing,148849,Director,Victor Schertzinger
22649,Directing,14855,Director,Frank Borzage
47808,Directing,1456433,Assistant Director,Lew Borzage
33217,Directing,1469564,Assistant Director,Charles Griffin
26380,Directing,1533674,Assistant Director,Arthur Jacobson
12411,Directing,78053,Director,Edwin L. Marin
25338,Directing,130325,Assistant Director,Lesley Selander
23568,Directing,40749,Script Supervisor,Jean Bourne
33784,Directing,72467,Director,Thaddeus O'Sullivan
43517,Directing,35452,Director,Corey Yuen Kwai
39452,Directing,16730,Director,Darrell James Roodt
64651,Directing,86051,Director,Joshua Logan
190906,Directing,13862,Assistant Director,Carter De Haven Jr.
45615,Directing,1063201,Director,Chris Newby
27004,Directing,76462,Director,Richard Schenkman
4180,Directing,1468019,Director,Allan Miller
55135,Directing,68212,Director,Carroll Ballard
18899,Directing,549024,Director,Lance Young
125271,Directing,3110,Director,Allison Anders
37828,Directing,14614,Director,Joseph Vilsmaier
52249,Directing,26767,Director,Ringo Lam
53503,Directing,1399582,Script Supervisor,Lara Fox
40998,Directing,1815838,Script Supervisor,Samantha Timmerman
18516,Directing,17016,Director,Neil Jordan
37255,Directing,21371,Director,Amy Holden Jones
51792,Directing,4756,Director,Matthew Broderick
44878,Directing,2283,Director,Stanley Tucci
64811,Directing,55152,Director,Campbell Scott
38307,Directing,1723,Director,Walter Hill
112882,Directing,86293,Director,Robert M. Young
44398,Directing,37932,Director,F. Gary Gray
132328,Directing,27846,Director,John Herzfeld
38846,Directing,71825,Director,Reb Braddock
32830,Directing,584483,Director,René Gainville
52726,Directing,1217874,Director,John Walsh
54254,Directing,10781,Director,Michael Apted
254738,Directing,35155,Director,John Gray
28434,Directing,27146,Director,Robert Lieberman
48003,Directing,15890,Director,James Foley
25868,Directing,83413,Director,Norman Tokar
8652,Directing,87459,Director,Norman Foster
45009,Directing,1338894,Script Supervisor,Dolores Rubin
10192,Directing,19032,Director,John Hough
61120,Directing,5834,Director,Robert Stevenson
56809,Directing,5834,Director,Robert Stevenson
37414,Directing,5834,Director,Robert Stevenson
47282,Directing,29715,Director,David Swift
31677,Directing,29715,Director,David Swift
43699,Directing,6592,Director,Duwayne Dunham
33913,Directing,30099,Director,Charles Barton
42891,Directing,35318,Director,Ken Annakin
3037,Directing,5834,Director,Robert Stevenson
2363,Directing,2087,Director,Richard Fleischer
1789,Directing,12962,Director,Jon Turteltaub
166677,Directing,56506,Director,William Dear
23097,Directing,64864,Director,Clyde Geronimi
44711,Directing,11434,Director,Wilfred Jackson
20352,Directing,11429,Director,Hamilton Luske
37834,Directing,150115,Layout,McLaren Stewart
38575,Directing,1557777,Layout,Tom Codrick
39037,Directing,115759,Layout,Lance Nolley
15714,Directing,137180,Layout,Don Griffith
22556,Directing,222468,Layout,Kendall O'Connor
49500,Directing,236477,Layout,Hugh Hennesy
54857,Directing,225716,Layout,Charles Philippi
110903,Directing,150116,Layout,Thor Putnam
1920,Directing,57314,Director,Wolfgang Reitherman
38778,Directing,5837,Layout,Don DaGradi
40428,Directing,11427,Director,William Roberts
5899,Directing,64864,Director,Clyde Geronimi
17914,Directing,74565,Director,Jack Kinney
36274,Directing,77615,Layout,Herbert Ryman
26584,Directing,103344,Director,Harold Young
41483,Directing,148177,Layout,Yale Gracey
37472,Directing,150115,Layout,McLaren Stewart
49609,Directing,225716,Layout,Charles Philippi
37950,Directing,226599,Director,Norman Ferguson
27581,Directing,236477,Layout,Hugh Hennesy
52713,Directing,1415527,Layout,John Hench
18848,Directing,40345,Assistant Director,Don Bluth
42008,Directing,57314,Director,Wolfgang Reitherman
53190,Directing,9082,Director,Harold D. Schuster
28426,Directing,11429,Director,Hamilton Luske
149114,Directing,8300,Director,Kevin Reynolds
96108,Directing,5834,Director,Robert Stevenson
44737,Directing,5691,Director,Samuel Armstrong
8070,Directing,11426,Director,Ben Sharpsteen
46334,Directing,11427,Director,William Roberts
80364,Directing,11434,Director,Wilfred Jackson
132883,Directing,74565,Director,Jack Kinney
14138,Directing,226599,Director,Norman Ferguson
47912,Directing,25558,Director,Don Chaffey
67381,Directing,5834,Director,Robert Stevenson
41479,Directing,11429,Director,Hamilton Luske
65787,Directing,11434,Director,Wilfred Jackson
31900,Directing,64864,Director,Clyde Geronimi
42085,Directing,67604,Director,Ted Berman
37581,Directing,67607,Director,Art Stevens
49943,Directing,107274,Director,Richard Rich
107983,Directing,1653448,Layout,Sylvia Roemer
9761,Directing,1700850,Layout,Dan Hansen
57816,Directing,1700851,Layout,Glenn V. Vilppu
40663,Directing,1119046,Layout,Guy Vasilovich
91396,Directing,1615256,Layout,Michael Peraza Jr.
10165,Directing,67628,Layout,Joe Hale
54182,Directing,12824,Assistant Director,Don Hahn
39786,Directing,15814,Assistant Director,Mark A. Hester
50641,Directing,1700852,Assistant Director,Terry L. Noss
17966,Directing,55117,Director,Matthew Bright
109881,Directing,1744,Director,Robert Wise
148482,Directing,1289037,Assistant Director,Ridgeway Callow
13209,Directing,1090,Director,John McTiernan
35219,Directing,57090,Director,Brett Leonard
43923,Directing,11151,Director,Nick Cassavetes
159186,Directing,1006852,Director,Iara Lee
166204,Directing,12952,Director,Christopher Hampton
38410,Directing,65452,Director,Mike Leigh
342218,Directing,31,Director,Tom Hanks
56969,Directing,59649,Director,Michael Pressman
45745,Directing,54441,Director,James Ivory
38031,Directing,1389548,Script Supervisor,Anna Worley
173672,Directing,46946,Director,Joseph Bologna
30071,Directing,67570,Director,Hettie MacDonald
70695,Directing,16938,Director,Renny Harlin
43187,Directing,2042,Director,Stephen Hopkins
16271,Directing,1158,Director,Al Pacino
41308,Directing,884,Director,Steve Buscemi
16290,Directing,54448,Director,Ismail Merchant
41009,Directing,9200,Director,John McNaughton
21431,Directing,5281,Director,Spike Lee
155445,Directing,16566,Director,George P. Cosmatos
201646,Directing,172,Director,Michael Winterbottom
43681,Directing,1464119,Script Supervisor,Julie Robinson
44986,Directing,1243,Director,Woody Allen
130917,Directing,1459591,Script Supervisor,Kay Chapin
61755,Directing,1561591,Assistant Director,Richard Patrick
14234,Directing,1661542,Assistant Director,Jerome Borenstein
49110,Directing,1661544,Assistant Director,Genka Emili
45958,Directing,78997,Director,Leon Ichaso
13834,Directing,6201,Director,Baz Luhrmann
41556,Directing,11694,Director,Doug Liman
56648,Directing,1537703,Script Supervisor,Paul S. Alcus
48871,Directing,8246,Director,Barry Levinson
36615,Directing,12114,Director,Michael Cimino
54523,Directing,324,Director,Scott Silver
15436,Directing,56852,Director,Tad Stones
45136,Directing,1719773,Script Supervisor,Anita Lish
39968,Directing,11118,Assistant Director,George Pollock
43114,Directing,32919,Director,Anthony Asquith
5562,Directing,30165,Director,Mark Sandrich
36738,Directing,1111814,Assistant Director,Argyle Nelson
84108,Directing,18738,Director,George Stevens
43930,Directing,64114,Director,Edward Dmytryk
43318,Directing,64114,Director,Edward Dmytryk
130623,Directing,2891,Director,Josef von Sternberg
43855,Directing,2765,Director,Nicholas Ray
23108,Directing,117083,Director,Aaron Kim Johnston
37080,Directing,3451,Director,Mel Stuart
31300,Directing,71938,Director,Jan Bucquoy
32609,Directing,25630,Director,Jack Clayton
13246,Directing,1243,Director,Woody Allen
84827,Directing,1243,Director,Woody Allen
56812,Directing,8929,Director,Charles Crichton
46207,Directing,1394104,Continuity,Diana Dill
38054,Directing,10707,Director,Terry Jones
23508,Directing,8940,First Assistant Director,Jonathan Benson
89126,Directing,1927,Director,Blake Edwards
27470,Directing,12964,Director,Michael Ritchie
124058,Directing,1927,Director,Blake Edwards
64605,Directing,6448,Director,Arthur Penn
23019,Directing,46608,Assistant Director,Jack N. Reddish
62570,Directing,1391094,Script Supervisor,Crayton Smith
58777,Directing,14520,Director,John Sturges
4798,Directing,2636,Director,Alfred Hitchcock
1543,Directing,76160,Assistant Director,Mel Dellar
69313,Directing,123827,Director,Frédéric Mitterrand
60708,Directing,716,Director,Emile Ardolino
33146,Directing,138,Director,Quentin Tarantino
61783,Directing,58809,Script Supervisor,Martin Kitrosser
89704,Directing,1515865,First Assistant Director,Jamie Beardsley
32612,Directing,1152,Director,Oliver Stone
12536,Directing,1434225,Script Supervisor,Susan Malerstein
43920,Directing,135538,Assistant Director,H. Gordon Boos
56590,Directing,1304735,Assistant Director,Pepito Diaz
91958,Directing,86332,Assistant Director,Gerry Toomey
72852,Directing,202100,Assistant Director,Tim Minear
32122,Directing,16544,Director,Ted Kotcheff
39029,Directing,10491,Director,Paul Verhoeven
47578,Directing,1339468,Script Supervisor,Trudy Ramirez
52970,Directing,1152,Director,Oliver Stone
84295,Directing,1434225,Script Supervisor,Susan Malerstein
98078,Directing,17016,Director,Neil Jordan
48118,Directing,15890,Director,James Foley
31890,Directing,578324,Assistant Director,Thomas A. Reilly
49494,Directing,958273,Script Supervisor,Dianne Dreyer
46529,Directing,1561591,Assistant Director,Richard Patrick
305656,Directing,6349,Director,Alan J. Pakula
44943,Directing,488,Director,Steven Spielberg
56092,Directing,1096170,Director,Sam Henry Kass
8770,Directing,78053,Director,Edwin L. Marin
45022,Directing,893,Director,Tony Scott
37583,Directing,893,Director,Tony Scott
77078,Directing,1342644,Script Supervisor,June Samson
2010,Directing,144130,Director,Michael Covert
57521,Directing,2765,Director,Nicholas Ray
211331,Directing,2746,Director,Elia Kazan
60434,Directing,85426,Assistant Director,Don Alvarado
20329,Directing,1570441,Assistant Director,John Prettyman
48650,Directing,56746,Director,Greg Spence
68629,Directing,928583,Director,Hugo Van Lawick
82460,Directing,939320,Director,Michael Kreihsl
38502,Directing,1124024,Director,Temístocles López
60307,Directing,57226,Director,Claude Nuridsany
28802,Directing,57227,Director,Marie Pérennou
31408,Directing,47005,Director,Alan Taylor
54194,Directing,1400540,Script Supervisor,Sheila Waldron
89756,Directing,18281,Director,Donald Petrie
44988,Directing,39104,Director,Abel Ferrara
54527,Directing,1114467,Director,Chris Cullari
23521,Directing,229263,Director,Benoît Jacquot
57695,Directing,107490,Director,Jaco Van Dormael
101226,Directing,22558,Director,Nils Gaup
40719,Directing,1086972,Director,Peter Cohn
24447,Directing,1538256,Script Supervisor,Beth Tyler
77166,Directing,3974,Director,Miloš Forman
18826,Directing,53345,Director,Rich Wilkes
50671,Directing,89814,Director,R. J. Cutler
57118,Directing,621628,Director,David Van Taylor
30599,Directing,21958,Director,Mark Rydell
152861,Directing,559913,Script Supervisor,Marshall Schlom
9511,Directing,1927,Director,Blake Edwards
36290,Directing,21785,Assistant Director,Bert Batt
4880,Directing,1897345,Assistant Director,Guy Sauteret
43498,Directing,16672,Director,Ate de Jong
44555,Directing,2710,Director,James Cameron
46175,Directing,70250,Assistant Director,Newt Arnold
106882,Directing,1395290,Script Supervisor,Sharron Reynolds
21469,Directing,11770,Director,John Carpenter
104505,Directing,71760,Script Supervisor,Jeanne Rosenberg
74183,Directing,11770,Director,John Carpenter
51533,Directing,4600,Director,Joe Dante
46221,Directing,20718,Director,Claude Berri
43489,Directing,20718,Director,Claude Berri
48996,Directing,259792,Director,Gustavo Graef-Marino
78400,Directing,34611,Director,Howard Zieff
246882,Directing,280,Director,Terry Gilliam
34835,Directing,10707,Director,Terry Jones
144560,Directing,1115333,Director,Bruce LaBruce
44219,Directing,1388631,Director,Rick Castro
44912,Directing,932368,Director,Russ Hexter
13378,Directing,1415878,Director,Sharon Pollack
94241,Directing,1415888,Script Supervisor,Allison Curren
45239,Directing,109635,Director,Michael Ray Rhodes
59861,Directing,121585,Director,Raúl Ruiz
175035,Directing,1080611,Director,Susan W. Dryfoos
43188,Directing,159767,Director,John L'Ecuyer
14552,Directing,65608,Director,Leon Gast
55754,Directing,7314,Director,Nick Park
147846,Directing,3776,Director,Jean-Luc Godard
27358,Directing,38494,Director,Daniel Vigne
12513,Directing,83784,Director,Jan Švankmajer
58257,Directing,40199,Director,Anthony Mann
66113,Directing,81930,Director,Alfred L. Werker
48627,Directing,40199,Director,Anthony Mann
26699,Directing,40199,Director,Anthony Mann
86262,Directing,12329,Director,Vittorio De Sica
95482,Directing,1567999,Assistant Director,Luisa Alessandri
67236,Directing,1121478,Assistant Director,Paolo Moffa
