id_pelicula,department,id_y,job,name
120509,Directing,59466,Script Supervisor,Jamie Babbit
3162,Directing,1032175,Director,Seth Zvi Rosenfeld
20695,Directing,48663,Director,Nana Dzhordzhadze
82703,Directing,58178,Director,David Mirkin
68827,Directing,20640,Director,Chen Kaige
96920,Directing,8843,Director,Mick Jackson
72962,Directing,61335,Director,Peter Duncan
199740,Directing,6737,Director,Jay Roach
16167,Directing,7213,Director,Jonathan Mostow
204668,Directing,938945,Director,Gregor Nicholas
38080,Directing,74063,Director,Daniel Taplitz
42216,Directing,974866,Director,Mo Ogrodnik
63143,Directing,2628,Director,Kiefer Sutherland
12685,Directing,92108,Director,L.A. Puopolo
103971,Directing,17268,Director,Ronny Yu
168767,Directing,8858,Director,Ivan Reitman
119360,Directing,1446549,Script Supervisor,Judith Saunders
229613,Directing,59,Director,Luc Besson
131916,Directing,40749,Script Supervisor,Jean Bourne
44369,Directing,144848,Assistant Director,Franck Lebreton
148778,Directing,587903,Assistant Director,Olivier Horlait
197611,Directing,1128252,Assistant Director,Aimée Peyronnet
42711,Directing,1177814,Second Assistant Director,Frédéric Garson
24006,Directing,1394958,First Assistant Director,Kelly L'Estrange
211603,Directing,1427298,Assistant Director,Camille Lipmann
119926,Directing,1471947,First Assistant Director,Chris Carreras
214030,Directing,1512798,Assistant Director,Jamie Christopher
219553,Directing,1821634,Third Assistant Director,Simon Downes
193610,Directing,1857475,Third Assistant Director,Robert Grayson
184345,Directing,1857476,Third Assistant Director,Susan Inge Wood
242203,Directing,1857478,Second Assistant Director,Kevin Westley
12242,Directing,1857480,Assistant Director,Didier Kwak
112083,Directing,19224,Director,Gregg Araki
95555,Directing,4724,Director,Kevin Bacon
126442,Directing,1457487,Script Supervisor,Joanne T. Harwood
38585,Directing,141825,Director,Rusty Cundieff
43901,Directing,39298,Director,Margarethe von Trotta
300940,Directing,6817,Director,Agnès Varda
119593,Directing,1052527,Assistant Director,Jean-Paul Savignac
120837,Directing,171000,Director,Joe Mantello
245909,Directing,68707,Director,Masayuki Suo
272525,Directing,83284,Director,Dee McLachlan
49158,Directing,228286,Director,Duncan McLachlan
52531,Directing,36083,Director,Kevin Allen
186935,Directing,2171,Director,Griffin Dunne
199715,Directing,55299,Director,Mark Herman
127585,Directing,8403,Director,David Hare
179818,Directing,488,Director,Steven Spielberg
17156,Directing,9264,First Assistant Director,Sergio Mimica-Gezzan
204784,Directing,1341865,Script Supervisor,Ana Maria Quintana
51069,Directing,1735829,Second Assistant Director,Sean Hobin
20880,Directing,118020,Director,Jacques Doillon
281908,Directing,1884,Director,Steven Soderbergh
256118,Directing,79983,Director,Dale Rosenbloom
207021,Directing,2880,Director,Emilio Estevez
82657,Directing,133420,Director,Clare Peploe
160008,Directing,21217,Director,Jonathan Lynn
248212,Directing,1424319,Script Supervisor,Paula Barrett-Barbier
209185,Directing,1901,Director,Caroline Thompson
94671,Directing,12786,Director,Simon West
44631,Directing,1422074,Script Supervisor,P.R. Tooke
187017,Directing,1394313,Script Coordinator,Karin Anderson
228915,Directing,1143633,Director,Julia Dyer
48573,Directing,30309,Director,Peter Greenaway
209780,Directing,222216,Director,Laetitia Masson
146521,Directing,2209,Director,Jan de Bont
184098,Directing,12770,First Assistant Director,Denis L. Stewart
50761,Directing,1339468,Script Supervisor,Trudy Ramirez
159090,Directing,563363,Director,Robert Patton-Spruill
257974,Directing,66496,Director,Adrienne Shelly
26823,Directing,60050,Director,Dana Lustig
169298,Directing,5572,Director,Joel Schumacher
253235,Directing,35664,First Assistant Director,William M. Elvin
35837,Directing,66548,Director,Paul Weiland
238603,Directing,1462066,Script Supervisor,Susan Roberson
262904,Directing,7847,Director,Jim Wilson
53865,Directing,15810,Director,Ron Clements
204213,Directing,15811,Director,John Musker
61991,Directing,1447427,Layout,Chung Sup Yoon
60287,Directing,1447483,Layout,Rick Moore
151310,Directing,56435,Director,Stephen T. Kay
107891,Directing,1078811,Director,Yvonne Rainer
56085,Directing,3045,Director,P.J. Hogan
286709,Directing,58608,Director,Shinya Tsukamoto
152756,Directing,17520,Director,Cédric Klapisch
22937,Directing,3776,Director,Jean-Luc Godard
242022,Directing,11401,Director,John Woo
211065,Directing,1478953,Script Supervisor,Cate Hardman
221902,Directing,68185,Director,Eric Schaeffer
259761,Directing,120226,Director,Mohsen Makhmalbaf
245184,Directing,41040,Director,Tony Gatlif
83310,Directing,1284919,Director,Scott Michell
202125,Directing,3776,Director,Jean-Luc Godard
262357,Directing,5174,Director,Barry Sonnenfeld
203024,Directing,1395373,Script Supervisor,Mary Bailey
201283,Directing,1535953,Script Supervisor,J. Ellen Evans
27286,Directing,1482,First Assistant Director,John Cameron
26376,Directing,63713,Director,Martha Coolidge
179519,Directing,56506,Director,William Dear
79016,Directing,12964,Director,Michael Ritchie
248504,Directing,24,Director,Robert Zemeckis
157424,Directing,1262129,Script Supervisor,Luca Kouimelis
169250,Directing,13930,Assistant Director,Bruce Moriarty
8063,Directing,181826,Director,Shirley Barrett
293271,Directing,578,Director,Ridley Scott
273641,Directing,8328,Director,John Milius
276496,Directing,8928,First Assistant Director,José López Rodero
208869,Directing,17002,Second Assistant Director,Víctor Albarrán
293205,Directing,100847,Continuity,Francesca DeLaurentiis
33388,Directing,1427546,Script Supervisor,Yvonne Axeworthy
28302,Directing,1564444,Assistant Director,Roberto Cirla
224946,Directing,54967,Director,Sam Weisman
285025,Directing,366,Director,James Mangold
46314,Directing,4014,Director,Paul W.S. Anderson
22599,Directing,1833493,First Assistant Director,Patrick Clayton
38890,Directing,1404875,Script Supervisor,Jo Beckett
84944,Directing,1463142,Script Supervisor,Caroline Sax
224414,Directing,87130,Director,Mark A.Z. Dippé
83226,Directing,1270,Director,Charles Martin Smith
116440,Directing,58463,Director,Glenn Gordon Caron
93407,Directing,58689,Director,Neil LaBute
27310,Directing,64099,Director,Sam Pillsbury
14830,Directing,65452,Director,Mike Leigh
61495,Directing,7187,Director,Richard Donner
123366,Directing,23393,Director,Barbet Schroeder
86616,Directing,1434225,Script Supervisor,Susan Malerstein
55596,Directing,19142,Director,Kenneth Johnson
59996,Directing,11151,Director,Nick Cassavetes
26298,Directing,1103,Director,Bill Duke
53406,Directing,80307,Director,Andy Cadiff
244836,Directing,10828,Director,Guillermo del Toro
44092,Directing,1340919,Script Supervisor,Dug Rotstein
106635,Directing,11091,Director,Brett Ratner
27341,Directing,58838,Director,Marco Brambilla
75258,Directing,70765,Director,John Nicolella
41545,Directing,2447,First Assistant Director,Peter Kohn
50119,Directing,5231,Director,Wolfgang Petersen
24091,Directing,958273,Script Supervisor,Dianne Dreyer
87799,Directing,8300,Director,Kevin Reynolds
44888,Directing,1090,Director,John McTiernan
73997,Directing,5216,Director,Gus Van Sant
32182,Directing,18139,Director,Tony Vitale
56929,Directing,61069,Director,Miguel Arteta
15476,Directing,7908,Director,Frank Oz
273922,Directing,1393455,Script Supervisor,Eva Z. Cabrera
164251,Directing,7256,Director,Lee Tamahori
84352,Directing,59792,First Assistant Director,Philip A. Patterson
38125,Directing,1384398,Script Supervisor,Christine Wilson
46217,Directing,51984,Director,Mimi Leder
17893,Directing,1637089,First Assistant Director,J. Stephen Buck
40074,Directing,1467275,Script Supervisor,Lynne Twentyman
227735,Directing,323,Director,Curtis Hanson
72933,Directing,1395290,Script Supervisor,Sharron Reynolds
241868,Directing,1458054,Script Supervisor,Connie Papineau
52444,Directing,1855782,First Assistant Director,Linda Montanti
215032,Directing,2352,Director,Jean-Jacques Annaud
45167,Directing,5501,Director,Gary Fleder
29060,Directing,66121,Director,"George Tillman, Jr."
180607,Directing,586698,Director,Matthew Harrison
43343,Directing,1395701,Script Supervisor,Joe Gonzalez
94201,Directing,11419,Director,Robert Kurtzman
238589,Directing,3047,Director,Jocelyn Moorhouse
78327,Directing,7467,Director,David Fincher
81038,Directing,77211,Director,Félix Enríquez Alcalá
300441,Directing,1478536,Script Supervisor,Melanie Mander
294254,Directing,1152,Director,Oliver Stone
306650,Directing,1535539,First Assistant Director,Seth Cirker
35856,Directing,533977,Director,John Patrick Kelley
92459,Directing,59438,Director,Mark Joffe
100257,Directing,25735,Director,Christian Duguay
257296,Directing,1401333,Script Supervisor,Guylaine Chagnon
11616,Directing,65115,Director,Keith Samples
262088,Directing,1339468,Script Supervisor,Trudy Ramirez
297596,Directing,138322,Director,Victor Nunez
2139,Directing,1614,Director,Ang Lee
110552,Directing,992965,Script Supervisor,Mary Cybulski
17792,Directing,115362,Director,Gavin Wilding
305276,Directing,19303,Director,Kevin Smith
96011,Directing,229097,Director,Lionel C. Martin
23076,Directing,57630,Director,Peter Cattaneo
42438,Directing,1112916,Director,Nancy Meckler
99361,Directing,18844,Director,John Madden
74018,Directing,33254,Director,Jim Gillespie
98273,Directing,57027,First Assistant Director,Louis D'Esposito
63260,Directing,1449577,Script Supervisor,Christine Moore
24388,Directing,18596,Director,Taylor Hackford
295698,Directing,76418,Director,Stuart Gillard
172391,Directing,28487,Director,Andy Wilson
265177,Directing,54050,Director,Mark Waters
228970,Directing,18533,Director,Errol Morris
311021,Directing,1128,Director,Agnieszka Holland
165159,Directing,1480099,Script Supervisor,Carol DePasquale
62715,Directing,1487530,Script Supervisor,Alice Tompkins
228967,Directing,43468,Director,Guy Ferland
177043,Directing,4429,Director,Jim Jarmusch
207703,Directing,8685,Director,Andrew Niccol
110323,Directing,77104,Director,Charles Sturridge
81393,Directing,55116,Director,Joe Chappelle
145186,Directing,20237,Director,Beeban Kidron
71841,Directing,1286930,Director,John O'Hagan
280495,Directing,2034,Director,Danny Boyle
168408,Directing,66800,Director,Morgan J. Freeman
114285,Directing,51864,Director,Kasi Lemmons
149170,Directing,1550266,Script Supervisor,Noel Dawkins
16825,Directing,7671,Director,Jeb Stuart
79376,Directing,21155,Director,Jim Kouf
58080,Directing,8858,Director,Ivan Reitman
197335,Directing,9888,Director,Claire Denis
13383,Directing,141450,Director,Mel Smith
297222,Directing,1867198,First Assistant Director,Trey Batchelor
126927,Directing,9320,Script Supervisor,Cori Glazer
272663,Directing,59874,Director,Robert Downey Sr.
51175,Directing,27436,Director,Costa-Gavras
186845,Directing,6111,Director,Mike Figgis
149854,Directing,1533790,Script Supervisor,Ira Hurvitz
22058,Directing,57206,Director,Sally Potter
240881,Directing,172,Director,Michael Winterbottom
303542,Directing,1338291,Script Supervisor,Susanna Lenton
256835,Directing,74429,Director,Josh Pate
265297,Directing,77086,Director,Jonas Pate
128946,Directing,1776,Director,Francis Ford Coppola
73198,Directing,4762,Director,Paul Thomas Anderson
71456,Directing,2690,Director,Peter Weir
92452,Directing,12840,Director,John Badham
203534,Directing,10491,Director,Paul Verhoeven
42674,Directing,1402170,Script Supervisor,Haley McLane
93855,Directing,39996,Director,Sidney Lumet
38190,Directing,1457045,Script Supervisor,Blanche McDermaid
31270,Directing,39819,Director,Wayne Wang
20693,Directing,1322509,Script Supervisor,Leslie Park
157301,Directing,88077,Director,Alex Zamm
123634,Directing,7791,Director,Peter Howitt
50107,Directing,1117749,First Assistant Director,Richard Whelan
19824,Directing,1410199,Script Supervisor,Ceri Evans
101660,Directing,26714,Director,John R. Leonetti
85373,Directing,2690,Director,Peter Weir
151044,Directing,1377239,Script Supervisor,Wilma Garscadden-Gahret
39227,Directing,1978,Director,Iain Softley
209901,Directing,13496,Director,Marleen Gorris
32304,Directing,3192,Director,Billy Hopkins
161321,Directing,18250,Director,Jon Avnet
194817,Directing,1262129,Script Supervisor,Luca Kouimelis
9076,Directing,30365,Director,Michael Caton-Jones
47212,Directing,1367566,Script Supervisor,Libbie Barr
167683,Directing,1834931,First Assistant Director,Bill Westley
292133,Directing,12881,Director,Gary Goldman
158013,Directing,40345,Director,Don Bluth
201783,Directing,1447599,Layout,George Villaflor
151509,Directing,1450364,Layout,Troylan B. Caro
247691,Directing,1460481,Layout,Juan 'Jo' Luna
262176,Directing,1461861,Layout,Alan Cranny
241552,Directing,1462797,Layout,Noly Zamora
218369,Directing,1462799,Layout,Vic Villacorta
102517,Directing,1462806,Layout,Danny Taverna
87936,Directing,1463239,Layout,Nelson 'Rey' Bohol
205608,Directing,1463241,Layout,Jun Lofamia
200358,Directing,1463243,Layout,Daniel Hung Yuan Chiang
132709,Directing,1463242,Layout,Daniel Hung Yuan Chiang
54602,Directing,1463244,Layout,Will Makra
30178,Directing,1463245,Layout,Fred A. Reilly
73290,Directing,1463246,Layout,Abraham DeOcampo
29812,Directing,1463247,Layout,Sinead Somers
176570,Directing,1463248,Layout,Martin Hanley
24330,Directing,1463249,Layout,David J. Hardy
16174,Directing,1463250,Layout,Danny I. Tolentino
56913,Directing,1463251,Layout,Stephen L. Holt
44919,Directing,1463252,Layout,Michael Isaak
108789,Directing,15148,Director,Jon Amiel
270672,Directing,1385884,Script Supervisor,Sally Jones
259593,Directing,2419,Director,Jean-Pierre Jeunet
14407,Directing,1347775,Script Supervisor,Shannon Kenny
29052,Directing,1883535,First Assistant Director,Mark Oppenheimer
3686,Directing,1836618,Assistant Director,Susan Walter
120990,Directing,105287,Director,Scott Harris
56599,Directing,488,Director,Steven Spielberg
11496,Directing,1479807,Script Supervisor,Janna Stern
44966,Directing,3087,Director,Robert Duvall
32139,Directing,78725,Director,Agnès Merlet
42703,Directing,84896,Director,Sean Mathias
29237,Directing,77465,Director,Ash Baron-Cohen
48358,Directing,240071,Director,Louis Saïa
25550,Directing,17016,Director,Neil Jordan
57016,Directing,1243,Director,Woody Allen
47003,Directing,56911,Director,Les Mayfield
13013,Directing,42111,Director,Bryan Spicer
49848,Directing,1810279,Script Supervisor,Lori Doherty
26042,Directing,5216,Director,Gus Van Sant
60543,Directing,5216,Script Supervisor,Gus Van Sant
49050,Directing,125543,Director,Michael Lindsay-Hogg
58664,Directing,1215,Director,Raja Gosnell
32387,Directing,1480633,Script Supervisor,Dru Anne Carlson
45568,Directing,58809,Director,Martin Kitrosser
48374,Directing,190,Director,Clint Eastwood
28321,Directing,1704,Director,Gore Verbinski
59117,Directing,1058100,Director,Cindy Sherman
268171,Directing,1473981,Script Supervisor,Ronit Ravich-Boss
54148,Directing,5140,Director,Wes Craven
82868,Directing,56983,Director,Rodney Gibbons
48645,Directing,56205,Director,Atom Egoyan
45398,Directing,1457487,Script Supervisor,Joanne T. Harwood
37610,Directing,98120,Director,Bret McCormick
288521,Directing,2710,Director,James Cameron
43311,Directing,1724,Director,Roger Spottiswoode
245072,Directing,1352792,Director,Seth Michael Donsky
36258,Directing,49855,Director,Gaël Morel
88905,Directing,4137,Director,Richard Friedenberg
31933,Directing,1269,Director,Kevin Costner
223816,Directing,4135,Director,Robert Redford
113582,Directing,4566,Director,Alan Rickman
96131,Directing,138,Director,Quentin Tarantino
69898,Directing,1032,Director,Martin Scorsese
111024,Directing,1417021,Script Supervisor,James Ellis
133241,Directing,44916,Director,Stanley Tong
16356,Directing,1392925,Script Supervisor,Portia Tickell
262609,Directing,1223,Director,Joel Coen
166221,Directing,1552196,Script Supervisor,T. Kukovinski
69495,Directing,1559639,Assistant Director,Jeff Rafner
40824,Directing,1559640,Assistant Director,Donald Murphy
252682,Directing,72427,Director,Alan Rudolph
38465,Directing,96972,Director,Alain Berliner
56669,Directing,11218,Director,Alfonso Cuarón
28661,Directing,129952,Director,Sean McNamara
42354,Directing,105294,Director,George Mendeluk
42267,Directing,57777,Director,Darin Scott
164372,Directing,656971,Director,Joseph Dorman
70878,Directing,4501,Director,Dean Semler
107874,Directing,58448,Director,Penelope Spheeris
46421,Directing,8246,Director,Barry Levinson
199151,Directing,1371069,Script Supervisor,Julie Pitkanen
105536,Directing,21085,Director,Alex Proyas
167198,Directing,1392737,Script Supervisor,Sophie Fabbri-Jackson
205463,Directing,11266,Assistant Director,James McTeigue
103119,Directing,72624,Director,John Duigan
200654,Directing,41795,Director,Manny Coto
38964,Directing,30149,Director,Mikael Salomon
104214,Directing,173957,Assistant Director,Matt Earl Beesley
157343,Directing,1341801,Script Supervisor,Mary Anne Seward
212455,Directing,57691,Director,Tamra Davis
142254,Directing,17812,Director,Gregory Hoblit
38395,Directing,94155,Director,Stefan Schwartz
40252,Directing,56746,Director,Greg Spence
84211,Directing,12453,Director,Wong Kar-wai
28490,Directing,69719,Director,Bruno Barreto
27978,Directing,47974,Director,Bob Spiers
33843,Directing,7775,Director,Stephen Sommers
44697,Directing,1387544,Script Supervisor,Kelly Moon
72984,Directing,1410589,Script Supervisor,Lorelei Kuchera
44023,Directing,1421755,Script Supervisor,Sarah Laxton
27966,Directing,138653,Director,Brian Evans
71200,Directing,18694,Director,Bret Michaels
42128,Directing,65401,Director,Charlie Peters
102195,Directing,107762,Director,Alexander Sokurov
80200,Directing,20907,Director,Antoine Fuqua
23525,Directing,28898,Director,Michael Radford
33272,Directing,72182,Director,Mark Pavia
171908,Directing,4610,Director,John Landis
112244,Directing,58608,Director,Shinya Tsukamoto
105470,Directing,1214641,Director,Millicent Shelton
29416,Directing,1593282,Script Supervisor,Wendy Delouche
244580,Directing,57370,Director,Frank Coraci
221148,Directing,1531867,Script Supervisor,Jeanne Byrd
48635,Directing,8246,Director,Barry Levinson
90781,Directing,1371069,Script Supervisor,Julie Pitkanen
37556,Directing,1468036,Script Supervisor,Heather Harris
53214,Directing,939416,Director,Michael Paxton
44874,Directing,44644,Director,Robert Dornhelm
67460,Directing,1403710,Script Supervisor,Renee Burke
77022,Directing,1431633,Script Supervisor,Karen Kelsall
69168,Directing,1214449,Director,Roberto Benabib
58587,Directing,10249,Director,Volker Schlöndorff
56499,Directing,3388,Director,James L. Brooks
72174,Directing,1442518,Script Supervisor,Ray Quiroz
20220,Directing,6187,Assistant Director,Aldric La'Auli Porter
31985,Directing,1302620,Other,Hans Berggren
64357,Directing,8419,Assistant Director,William M. Connor
77280,Directing,1193637,Other,Susan Perlman
60009,Directing,39104,Director,Abel Ferrara
83816,Directing,22140,Director,Kari Skogland
180954,Directing,6729,Director,Robert Benton
94563,Directing,2523,Director,Stuart Baird
239030,Directing,1317675,Script Supervisor,Linda Leifer
92690,Directing,1480633,Script Supervisor,Dru Anne Carlson
60120,Directing,1711214,Assistant Director,Vincent Lascoumes
250660,Directing,27889,Director,Stephan Elliott
257537,Directing,228797,Director,Richard Kwietniowski
47448,Directing,139593,Director,Jorge Fons
30640,Directing,563761,Assistant Director,René Villarreal
26925,Directing,942967,Assistant Director,Mario Zaragoza
120850,Directing,1121340,Assistant Director,Avelino Rodríguez
144331,Directing,1338887,Script Supervisor,José Luis Ortega
1875,Directing,42113,Director,Zalman King
60769,Directing,86557,Director,David Breashears
92,Directing,90225,Director,Stephen Judson
20875,Directing,90223,Director,Greg MacGillivray
150124,Directing,974699,Director,Jonathan Darby
56440,Directing,41472,Director,Peter O'Fallon
121749,Directing,2460,Director,Randall Wallace
309299,Directing,564,Director,Richard Linklater
310119,Directing,9200,Director,John McNaughton
288036,Directing,120218,Director,John Roberts
319070,Directing,60295,Director,John N. Smith
308453,Directing,3317,Director,Takeshi Kitano
308639,Directing,5342,Director,Mike Nichols
308640,Directing,36187,Director,Bob Gosse
161491,Directing,11614,Director,M. Night Shyamalan
3168,Directing,1399481,Script Supervisor,Wendy Lee Roberts
128508,Directing,1467559,Script Supervisor,Danna Liebert
252063,Directing,52358,Director,Boaz Yakin
68864,Directing,122458,Director,Howard Goldberg
309875,Directing,56381,Director,James Toback
5063,Directing,12833,Director,Edward Burns
110390,Directing,1533096,Script Supervisor,Christine Gee
123867,Directing,16294,Director,Jonathan Demme
26722,Directing,15798,Director,Lesli Linka Glatter
29112,Directing,1402123,Script Supervisor,Kate Lewis
248576,Directing,55476,Director,Nicholas Hytner
213684,Directing,72258,Director,Steve Boyum
36120,Directing,1542944,Assistant Director,Rick Johnson
318053,Directing,15912,Director,Stephen Gyllenhaal
56405,Directing,9778,Director,Ice Cube
312152,Directing,104507,Director,Steve Gomer
287524,Directing,17087,Director,Michael Moore
27873,Directing,39819,Director,Wayne Wang
125063,Directing,2042,Director,Stephen Hopkins
107876,Directing,1471947,First Assistant Director,Chris Carreras
186585,Directing,1462919,Script Supervisor,Nikki Clapp
24477,Directing,1631516,Second Assistant Director,Cliff Lanning
13955,Directing,1857475,Third Assistant Director,Robert Grayson
89292,Directing,558905,Director,Craig Lahiff
91767,Directing,23213,Director,Harold Becker
256356,Directing,74768,First Assistant Director,Thomas J. Mack
252838,Directing,1255,Director,David Mamet
163431,Directing,992965,Script Supervisor,Mary Cybulski
8743,Directing,11887,Director,Brad Silberling
57548,Directing,78188,Director,Whit Stillman
311301,Directing,1209612,Script Supervisor,Julie Oppenheimer
320007,Directing,26502,Director,Howard Deutch
248710,Directing,7145,Director,Michael Lehmann
175503,Directing,1338840,Script Supervisor,Marion Tumen
59191,Directing,5281,Director,Spike Lee
267654,Directing,9789,Director,Robert Altman
163333,Directing,17278,Director,Nick Gomez
65718,Directing,121829,Director,Barnet Kellman
213831,Directing,309,Director,Pedro Almodóvar
322260,Directing,51851,Director,Jake Kasdan
265910,Directing,64,Director,Gary Oldman
214218,Directing,1767780,Assistant Director,Finn McGrath
195862,Directing,1537557,Assistant Director,Mary Soan
105554,Directing,553096,Assistant Director,Daniel Toland
294826,Directing,1541285,First Assistant Director,Ken Tuohy
117098,Directing,568291,Director,John Johnson
158382,Directing,18357,Director,Peter Hewitt
243938,Directing,48965,Director,Anthony Hickox
268522,Directing,87033,Director,Julie Davis
189204,Directing,97618,Director,David DeCoteau
315010,Directing,84714,Director,Juan José Campanella
99449,Directing,55948,Director,Alan Smithee
300176,Directing,133259,Director,Arthur Hiller
228736,Directing,183036,Director,Doug Ellin
54796,Directing,1213162,Director,Todd Holland
121822,Directing,92561,Director,Nick Broomfield
37126,Directing,6400,Director,Tom DiCillo
47110,Directing,62410,Director,Sammo Hung
306293,Directing,119294,Director,Abbas Kiarostami
31355,Directing,123150,Director,Mike van Diem
65364,Directing,7736,Director,Pål Sletaune
6547,Directing,21377,Director,Peter Medak
119569,Directing,8108,Director,John Warren
89351,Directing,1536258,Script Supervisor,Thom Rainey
268238,Directing,16376,Director,Larry David
38082,Directing,22020,Director,Barbara Kopple
96631,Directing,58036,Director,Kirk Wong
198326,Directing,47924,Director,Carl Schenkel
198772,Directing,40230,Director,Kevin Hooks
113300,Directing,77919,Director,Tim McCanlies
82430,Directing,526847,Director,Leonid Boyko
39925,Directing,543662,Director,Vyacheslav Krishtofovich
95029,Directing,172,Director,Michael Winterbottom
115972,Directing,19684,Director,Bille August
126729,Directing,1069294,Director,James F. Robinson
59110,Directing,145134,Director,Jill Sprecher
47985,Directing,51984,Director,Mimi Leder
104435,Directing,1190244,First Assistant Director,K.C. Colwell
132759,Directing,1369047,Script Coordinator,Larry Leahy
195186,Directing,1392150,Script Supervisor,Faith Conroy
201777,Directing,56983,Director,Rodney Gibbons
139334,Directing,56714,Director,Daisy von Scherler Mayer
317683,Directing,229519,Director,Thom Fitzgerald
106922,Directing,72624,Director,John Duigan
183039,Directing,50582,Director,Frederik Du Chau
42288,Directing,1447500,Layout,Audrey Stedman
53769,Directing,1447467,Layout,Karen Hamrock
184351,Directing,1447436,Layout,Jennifer Yuan
99909,Directing,6046,Director,Roland Emmerich
266647,Directing,54267,First Assistant Director,Kim H. Winther
252512,Directing,1418491,Script Supervisor,Kim Berner
20377,Directing,6449,Director,Warren Beatty
82598,Directing,1355532,Script Supervisor,Kerry Lyn McKissick
216153,Directing,1535953,Script Supervisor,J. Ellen Evans
30792,Directing,280,Director,Terry Gilliam
241855,Directing,1545544,Script Supervisor,Karon May
86643,Directing,59792,First Assistant Director,Philip A. Patterson
36600,Directing,1764257,Second Assistant Director,Christina Fong
149926,Directing,57579,Director,Don Roos
45777,Directing,1416438,Script Supervisor,Rebecca Robertson
1269,Directing,258199,Director,Michael Martin
51450,Directing,13524,Director,Christopher Guest
21385,Directing,2178,Director,Forest Whitaker
333324,Directing,95760,Director,Erik Skjoldbjærg
78313,Directing,85549,Director,Antonio Tibaldi
9514,Directing,206549,Director,Scott Reynolds
287422,Directing,12989,Director,Andrew Davis
242628,Directing,1480633,Script Supervisor,Dru Anne Carlson
299551,Directing,1794879,First Assistant Director,Henry Bronchtein
9629,Directing,4522,Director,Caroline Link
255253,Directing,8858,Director,Ivan Reitman
254023,Directing,1446549,Script Supervisor,Judith Saunders
163523,Directing,13615,Director,Harry Elfont
82401,Directing,13614,Director,Deborah Kaplan
257214,Directing,588701,Director,Des McAnuff
151123,Directing,75699,Director,Lisa Cholodenko
62678,Directing,190366,Script Supervisor,Molly Maguire
98103,Directing,33317,Director,David Leland
57308,Directing,1205453,Director,Lavinia Currier
16217,Directing,110695,Director,Majid Majidi
117510,Directing,931795,Director,Tim Kirkman
54803,Directing,1031288,Director,Tiffanie DeBartolo
117512,Directing,93133,Director,Christopher Scott Cherot
30723,Directing,91343,Director,Hal Hartley
190913,Directing,4883,Director,Manuel Pradal
268523,Directing,5656,Director,Noah Baumbach
304357,Directing,66190,Director,Tony Bancroft
29611,Directing,66191,Director,Barry Cook
156329,Directing,4575,Director,Marc Evans
24626,Directing,12523,Director,Rob Bowman
38916,Directing,73282,Director,Paddy Breathnach
44672,Directing,31024,Director,Betty Thomas
81894,Directing,1884,Director,Steven Soderbergh
85230,Directing,2690,Director,Peter Weir
283708,Directing,1232592,Director,Chris Eyre
253639,Directing,81749,Director,Manoel de Oliveira
19900,Directing,22461,Director,Vincent Gallo
180418,Directing,865,Director,Michael Bay
86269,Directing,1394313,Script Coordinator,Karin Anderson
260310,Directing,1400738,Script Supervisor,Karen Golden
55044,Directing,1536383,Script Coordinator,Kevin Cooper
144498,Directing,7187,Director,Richard Donner
122662,Directing,1801526,First Assistant Director,J. Tom Archuleta
31042,Directing,56714,Director,Daisy von Scherler Mayer
332340,Directing,4600,Director,Joe Dante
253262,Directing,6431,Director,Darren Aronofsky
29100,Directing,1030415,Director,Susan Skoog
46626,Directing,7395,Director,Bobby Farrelly
89156,Directing,7396,Director,Peter Farrelly
173205,Directing,7409,First Assistant Director,J.B. Rogers
166260,Directing,1367508,Script Supervisor,Steve Gehrke
15016,Directing,44763,Director,Edward D. Wood Jr.
13283,Directing,14643,Director,William A. Wellman
196254,Directing,145605,Director,Harry Beaumont
136215,Directing,2000,Director,Lewis Milestone
183832,Directing,21311,Director,Wesley Ruggles
193418,Directing,1337941,Assistant Director,Doran Cox
38911,Directing,1582441,Assistant Director,F.D. Langton
173911,Directing,1312997,Assistant Director,Dewey Starkey
298634,Directing,34740,Director,Edmund Goulding
288931,Directing,72061,Director,Frank Lloyd
314407,Directing,72061,Director,Frank Lloyd
168758,Directing,93906,Director,Robert Z. Leonard
130612,Directing,49214,Director,William Dieterle
285581,Directing,2662,Director,Frank Capra
264471,Directing,1348081,Assistant Director,Arthur S. Black Jr.
172747,Directing,8500,Director,John Ford
183049,Directing,10001,Director,William Wyler
108969,Directing,30008,Director,Leo McCarey
27998,Directing,3146,Director,Billy Wilder
31789,Directing,1183417,Assistant Director,Charles C. Coleman
218482,Directing,10001,Director,William Wyler
55033,Directing,2746,Director,Elia Kazan
118612,Directing,3359,Director,Laurence Olivier
148782,Directing,14875,Director,Robert Rossen
88937,Directing,940683,Assistant Director,Sam Nelson
28746,Directing,1703068,Script Supervisor,Donna M. Norridge
223485,Directing,8636,Director,Cecil B. DeMille
169844,Directing,4065,Director,Fred Zinnemann
167649,Directing,55456,Assistant Director,Earl Bellamy
248574,Directing,2746,Director,Elia Kazan
91584,Directing,67451,Director,Delbert Mann
277399,Directing,95744,Assistant Director,Paul Helmick
43351,Directing,18868,Director,Jerome Robbins
12826,Directing,1744,Director,Robert Wise
47759,Directing,14055,Assistant Director,Robert E. Relyea
83446,Directing,1824485,Script Supervisor,Stanley K. Scheuer
53194,Directing,1824486,Second Assistant Director,Jerome  M. Siegel
