name,id_original
Koji Fukada,2
Koji Hashimoto,1
Koji Masunari,3
Koji Masutani,1
Koji Ota,1
Koji Shima,1
Koji Yamamura,4
Koki Mitani,3
Koldo Serra,2
Koltai Róbert,2
Komkris Triwimol,1
Kompim Kemgumnird,1
Kon Ichikawa,9
Konda Mason,1
Kong Yeung,1
Kongkiat Khomsiri,1
Konkona Sen Sharma,1
Konrad Niewolski,3
Konrad Wolf,3
Konstantin Bojanov,1
Konstantin Bromberg,2
Konstantin Bronzit,4
Konstantin Buslov,1
Konstantin Ershov,1
Konstantin Feoktistov,2
Konstantin Khudyakov,1
Konstantin Lopushanskiy,5
Konstantin Maksimov,1
Konstantin Murzenko,1
Konstantin Voynov,1
Koratala Siva,1
Koreyoshi Kurahara,7
Kornél Mundruczó,5
Kostas Haralambous,1
Kostas Ouzas,1
Kostas Skyftas,1
Kota Yoshida,1
Kote Mardjanishvili,1
Kote Miqaberidze,1
Kouichi Mashimo,1
Kouji Morimoto,7
Kouzou Morishita,1
Kresten Vestbjerg Andersen,3
Kris Avedisian,1
Kris Booth,1
Kris Elgstrand,2
Kris Hulbert,1
Kris Isacsson,1
Kris Pearn,1
Kris Swanberg,1
Krish (Radhakrishna Jagarlamudi),2
Krishna D.K.,4
Krishna Rao,1
Kristen Coury,1
Kristi Jacobson,2
Kristian Fraga,1
Kristian Levring,4
Kristian Manchester,1
Kristian Petri,1
Kristian Pithie,1
Kristijan Milić,1
Kristijonas Vildziunas,1
Kristin Canty,1
Kristin Hanggi,3
Kristina Borjesson,1
Kristina Buozyte,2
Kristina Goolsby,1
Kristina Grozeva,1
Kristina Lindström,1
Kristine Peterson,4
Kristoffer Metcalfe,1
Kristoffer Nyholm,1
Kristoffer Tabori,10
Kristopher Belman,1
Kristy Guevara-Flanagan,1
Kristín Björk Kristjánsdóttir,1
Kristín Jóhannesdóttir,1
Kristín Ólafsdóttir,1
Kristóf Deák,1
Krisztian Majdik,1
Krisztina Deák,1
Krisztina Goda,3
Kritsaman Wattananarong,1
Kriv Stenders,4
Krsto Papić,2
Krzysztof Gradowski,2
Krzysztof Kieślowski,13
Krzysztof Krauze,3
Krzysztof Lang,1
Krzysztof Lukaszewicz,1
Krzysztof Skonieczny,1
Krzysztof Zanussi,10
Krzysztof Łukaszewicz,1
Kuang-chi Tu,1
Kuba Czekaj,1
Kuei Chih-Hung,3
Kuku Kohli,1
Kunal Deshmukh,2
Kunal Kohli,4
Kundan Shah,2
Kunihiko Ikuhara,2
Kunihiko Yuyama,22
Kunio Katō,1
Kunio Miyoshi,1
Kunio Watanabe,1
Kunle Afolayan,1
Kuntaa Nikkil,1
Kurando Mitsutake,1
Kurt Engfehr,3
Kurt Hale,1
Kurt Hoffmann,4
Kurt Kuenne,3
Kurt Maetzig,1
Kurt Mattila,1
Kurt Neumann,10
Kurt Norton,1
Kurt P. Vincent,1
Kurt Voss,5
Kurt Wimmer,3
Kutlug Ataman,1
Kwak Jae-yong,4
Kwak Kyung-taek,4
Kwang-chun Park,1
Kwon Chil-in,1
Kwon Hyeok-Jae,1
Kwon Nam-Ki,1
Kwon Soo-kyeong,1
Kwon-tae Ahn,1
Kyle Ambrose,2
Kyle Balda,5
Kyle Jefferson,1
Kyle Lawrence,1
Kyle Newman,3
Kyle Patrick Alvarez,3
Kyle Rankin,3
Kyle Rideout,1
Kyle Schickner,1
Kypros Kyprianou,1
Kyran Kelly,1
Kyung Ho Lee,2
Kyung-Mook Kim,1
Kyungho Jo,1
Kyungmin Woo,1
Károly Makk,6
Kátia Lund,3
Kô Nakahira,1
Kôhei Oguri,1
Kôichi Chigira,1
Kôji Kawano,2
Kôji Maeda,1
Kôji Shiraishi,4
Kôsei Saitô,1
Kôsuke Suzuki,1
Kôtarô Terauchi,2
Kôyû Ohara,1
Kôzaburô Yoshimura,1
Kıvanç Baruönü,1
Kōji Wakamatsu,6
L. Gabriel Gonda,1
L. Gustavo Cooper,1
L.A. Puopolo,1
L.M. Kit Carson,1
L.Q. Jones,1
Lab Ky Mo,1
Lacey Schwartz,1
Ladd Ehlinger Jr.,1
Ladislao Vajda,2
Ladislav Smoljak,1
Laetitia Colombani,2
Laetitia Masson,2
Laila Pakalnina,4
Lajos Koltai,2
Lake Bell,1
Lal,1
Lam Nai-Choi,2
Lambert Hillyer,5
Lamberto Bava,10
Lamont Johnson,13
Lana Wachowski,7
Lana Wilson,1
Lance Bangs,17
Lance Comfort,2
Lance Daly,3
Lance Doty,1
Lance Edmands,1
Lance Hammer,1
Lance Hendrickson,1
Lance Hool,3
Lance Kawas,2
Lance Kinsey,1
Lance Mungia,2
Lance Rivera,3
Lance Roehrig,1
Lance W. Dreesen,1
Lance Weiler,2
Lance Young,1
Lancelot Oduwa Imasuen,1
Landon Van Soest,1
Lane Janger,1
Lane Slate,1
Lang Elliott,2
Lansing C. Holden,1
Lara Perez Takagi,1
Lara Shapiro,2
Lara Zizic,1
Larisa Shepitko,4
Larry Bishop,2
Larry Blamire,4
Larry Brand,1
Larry Buchanan,3
Larry Carroll,1
Larry Charles,6
Larry Clark,9
Larry Cohen,14
Larry David,1
Larry Elikann,5
Larry Ferguson,2
Larry Fessenden,5
Larry Gross,1
Larry Hagman,1
Larry Houston,1
Larry Karaszewski,1
Larry Latham,2
Larry Leichliter,2
Larry Leker,1
Larry Osborne,1
Larry Parr,1
Larry Peerce,12
Larry Roemer,1
Larry Savadove,1
Larry Semon,1
Larry Shaw,3
Larry Stewart,1
Larry Sulkis,1
Larry Wade Carrell,1
Larry Weinstein,3
Larry Williams,1
Larry Yang,1
Larry Yust,1
Lars Becker,1
Lars Büchel,1
Lars Henning Jung,1
Lars Jessen,1
Lars Kraume,4
Lars Lennart Forsberg,3
Lars Molin,1
Lars von Trier,21
Larysa Fenyn,1
Larysa Kondracki,1
Lasse Barkfors,1
Lasse Braun,1
Lasse Hallström,23
Lasse Keso,1
Lasse Nyhaugen,1
Lasse Spang Olsen,2
Lasse Åberg,6
Lau Kar-Wing,4
Lau Lauritzen Jr.,1
Lau Shut-Yue,1
Laura Amelia Guzmán,2
Laura Archibald,1
Laura Beth Love,1
Laura Bispuri,1
Laura Dern,1
Laura Gabbert,2
Laura Israel,1
Laura Lau,1
Laura Lonigro,1
Laura Mañá,2
Laura Morante,1
Laura Nix,1
Laura Poitras,4
Lauren Greenfield,1
Lauren Himmel,1
Lauren Lazin,2
Lauren MacMullan,1
Lauren Montgomery,9
Lauren Wolkstein,2
Laurence Connor,3
Laurence Dunmore,1
Laurence Fishburne,1
Laurence Harvey,2
Laurence Malkin,2
Laurence Merrick,1
Laurence Olivier,5
Laurence Rees,2
Laurence Trimble,1
Laurent Bouhnik,2
Laurent Boutonnat,1
Laurent Bouzereau,5
Laurent Bécue-Renard,1
Laurent Bénégui,1
Laurent Cantet,7
Laurent Firode,1
Laurent Herbiet,1
Laurent Heynemann  ,1
Laurent Malaquais,1
Laurent Salgues,1
Laurent Tirard,6
Laurent Tuel,2
Laurent Witz,1
Laurent de Bartillat,1
Laurentine Ten Bosch,1
Lauri Maijala,1
Lauri Nurkse,1
Lauri Törhönen,5
Laurice Guillen,1
Laurie Anderson,2
Laurie Colbert,1
Laurie Collyer,3
Laurie Gwen Shapiro,1
Laurie Lynd,2
Laurie Weltz,2
Lauro Chartrand,1
Lav Diaz,4
Lavinia Currier,1
Law Chi,1
Law Chi-Leung,3
Law Kei,1
Law Wing-cheong,5
Lawen Mohtadi,1
Lawrence Ah Mon,2
Lawrence Bassoff,2
Lawrence Blume,2
Lawrence D'Souza,1
Lawrence Elman,1
Lawrence Gordon Clark,1
Lawrence Gough,1
Lawrence Guterman,2
Lawrence Huntington,1
Lawrence Jordan,1
Lawrence Kasanoff,1
Lawrence Kasdan,11
Lawrence Lanoff,1
Lawrence Michael Levine,1
Lawrence O'Neil,1
Lawrence Roeck,2
Lawrence Schiller,4
Lawrence Shapiro,1
Lawrence Silk,1
Lawrence Silverstein,2
Lawrence Trilling,1
Lawrie Brewster,1
LazRael Lison,2
Lazar Stojanović,1
Laís Bodanzky,3
Laïla Marrakchi,2
LeVar Burton,1
Lea Glob,1
Leah Meyerhoff,1
Leah Shore,1
Leah Wolchok,1
Leander Haußmann,4
Leander Ward,1
Leandro Lucchetti,1
Leanne Pooley,3
Lech Kowalski,1
Lech Majewski,5
Lee Alan McConnell,1
Lee Bennett Sobel,1
Lee Biu-Cheung,1
Lee Byeong-heon,1
Lee Chang-dong,5
Lee Cheol-ha,1
Lee Daniels,4
Lee David Zlotoff,1
Lee Davis,2
Lee Demarbre,3
Lee Do-Yoon,1
Lee Eon-hee,2
Lee Friedlander,5
Lee Frost,5
Lee Fulkerson,1
Lee Galea,1
Lee Garmes,1
Lee Grant,2
Lee H. Katzin,8
Lee Hae-Jun,1
Lee Hae-young,1
Lee Han,1
Lee Hardcastle,1
Lee Harry,1
Lee Hirsch,2
Lee Ho-jae,1
Lee Hwan-kyung,1
Lee Hyeon-jong,1
Lee Hyeon-seung,2
Lee Il-hyeong,1
Lee Isaac Chung,1
Lee Jae-gyoo,1
Lee Jeong-Beom,3
Lee Jeong-hyang,1
Lee Joon-ik,5
Lee Ju-hyoung,1
Lee Jung-ho,2
Lee Kang-Sheng,1
Lee Kirk,2
Lee Kraft,1
Lee Kwon,1
Lee Kwong-Yiu,1
Lee Kyoo-Man,1
Lee Kyoung-mi,1
Lee Lik-Chi,4
Lee Madden,1
Lee Man-hui,2
Lee Myung-Se,2
Lee Payant,1
Lee Philips,1
Lee Rose,3
Lee Sang-Il,2
Lee Sang-gi,1
Lee Savage,1
Lee Seok-hoon,1
Lee Seung-Gyu,1
Lee Sholem,8
Lee Stanley,1
Lee Sternthal,1
Lee Su-Jin,1
Lee Tamahori,9
Lee Toland Krieger,4
Lee Tso-Nam,1
Lee Unkrich,1
Lee Won-Suk,1
Lee Yong-Seung,1
Lee Yong-joo,1
Lee Yoon-jeong-II,1
Lee Yoon-ki,1
Leehom Wang,1
Leena Yadav,2
Leesong Hee-il,2
Leif Erlsboe,1
Leif Lindblom,2
Leif Tilden,1
Leigh Janiak,1
Leigh Jason,4
Leigh Scott,6
Leigh Whannell,1
Leila Conners,1
Leila Djansi,1
Lemuel Ayers,1
Len Kabasinski,3
Len Talan,1
Len Wiseman,4
Lena Dunham,1
Lena Hanno Clyne,1
Lena Koppel,1
Leni Riefenstahl,6
Leni Sinclair,1
Lenka Hellstedt,1
Lenny Abrahamson,5
Leo Birinsky,1
Leo D. Paur,1
Leo Hurwitz,1
Leo Matsuda,1
Leo McCarey,19
Leo Penn,2
Leo Riley,2
Leo White,1
Leon Capetanos,1
Leon Dai,1
Leon Ford,1
Leon Gast,5
Leon Hirszman,1
Leon Ichaso,6
Leon Joosen,1
Leonard Ho,1
Leonard Kastle,1
Leonard Nimoy,6
Leonard Retel Helmrich,1
Leonard Schrader,1
Leonardo Araneo,1
Leonardo Benvenuti ,1
Leonardo Defilippis,1
Leonardo Favio,2
Leonardo Pieraccioni,2
Leonardo Ricagni,1
Leone Marucci,1
Leone Pompucci,1
Leonel Vieira,1
Leonid Boyko,1
Leonid Bykov,2
Leonid Gayday,14
Leonid Kvinikhidze,5
Leonid Nechayev,2
Leonid Nosyrev,1
Leonid Popov,1
Leonid Trauberg,1
Leonide Moguy,1
Leontine Sagan,1
Leopold Grün,1
Leopold Jessner,1
Leopold Lindtberg,1
Leos Carax,7
Les Blank,11
Les Clark,3
Les Claypool,1
Les Drew,1
Les Mayfield,7
Les Rose,1
Leslee Udwin,1
Lesley Selander,10
Lesli Linka Glatter,2
Leslie Arliss,2
Leslie D. Farrell,1
Leslie Fenton,3
Leslie Goodwins,3
Leslie Greif,2
Leslie H. Martinson,6
Leslie Harris,1
Leslie Hope,1
Leslie Howard,3
Leslie Iwerks,1
Leslie Libman,3
Leslie Megahey,2
Leslie Norman,5
Leslie Pearce,1
Leslie Small,6
Leslie Stevens,3
Leslie Woodhead,1
Leslie Zemeckis,2
Leslye Headland,2
Leste Chen,3
Leszek Dawid,2
Letia Clouston,1
Letia Miller,1
Leticia Dolera,1
Leticia Jorge,1
Lev Anderson,1
Lev Atamanov,2
Lev Kalman,1
Lev Kuleshov,2
Lev L. Spiro,4
Levan Akin,1
Levan Bakhia,2
Levan Gabriadze,4
Levan Koguashvili,1
Levent Semerci,1
Levi Peretic,1
Lew Landers,9
Lew Lehman,1
Lewin Fitzhamon,2
Lewin Webb,1
Lewis Abernathy,1
Lewis Allen,12
Lewis D. Collins,2
Lewis Farinella,1
Lewis Gilbert,17
Lewis H. Moomaw,1
Lewis Jackson,1
Lewis John Carlino,3
Lewis Milestone,23
Lewis R. Foster,4
Lewis Seiler,14
Lewis Teague,12
Lexi Alexander,3
Leyla Bouzid,1
Leyla Yılmaz,1
Leythum,2
Lezli-An Barrett,1
León Klimovsky,2
Li Han-Hsiang,1
Li Yang,2
Li Yu,3
Liam Gavin,1
Liam Lynch,4
Liam O'Donnell,1
Liam Saury,3
Lian Lunson,1
Liang Xuan,1
Liang Zhao,1
Libby Spears,1
Lidiya Ishimbaeva,1
Lidya Bobrova,1
Liev Schreiber,1
Lieven Debrauwer,1
Ligy J. Pullappally,1
Liisa Helminen,1
Lijo Jose Pellissery,1
Lili Fini Zanuck,1
Lilian Franck,1
Liliana Cavani,3
Lilly Wachowski,7
Lily Baldwin,1
Lim Chan-ik,1
Lim Soon-rye,1
Lin Li-Sheng,1
Lina Chamie,1
Lina Esco,1
Lina Mannheimer,1
Lina Plioplyte,1
Lina Wertmüller,10
Linas Phillips,2
Lincoln Ruchti,1
"Linda Atkinson,",1
Linda Bloodworth-Thomason,1
Linda Feferman,1
Linda Goldstein Knowlton,2
Linda Goode Bryant,1
Linda Hassani,1
Linda Hawkins,1
Linda Kandel,1
Linda Lautrec,1
Linda Mendoza,2
Linda Otto,1
Linda Shayne,1
Linda Wendel,1
Linda Yellen,1
Linda-Maria Birbeck,1
Lindsay Anderson,7
Lindsay Mackay,1
Lindsay Shonteff,2
Lino Brocka,1
Lino Del Fra,1
Linus Torell,1
Linus Tunström,1
Linus de Paoli,1
Lionel Baier,1
Lionel Bailliu,1
Lionel Barrymore,1
Lionel C. Martin,2
Lionel Chetwynd,2
Lionel Coleman,1
Lionel Delplanque,2
Lionel Jeffries,2
Lionel Rogosin,2
Lionel Steketee,2
Lisa Addario,1
Lisa Arnold,1
Lisa Aschan,2
Lisa Azuelos,4
Lisa Barros D'Sa,2
Lisa Cholodenko,4
Lisa Gottlieb,1
Lisa Hamil,1
Lisa Immordino Vreeland,2
Lisa J. Klein,1
Lisa James Larsson,1
Lisa Krueger,2
Lisa Langseth,2
Lisa Lax,2
Lisa Leeman,2
Lisa Mulcahy,1
Lisa Munthe,1
Lisa Ohlin,2
Lisa R. Cohen,1
Lisa Robinson,1
Lisa Schaffer,1
Lisa Siwe,2
Lisandra Rivera,1
Lisandro Alonso,5
Lisanne Pajot,1
Lisanne Skyler,1
Lise Birk Pedersen,1
Liu Chia-Liang,16
Liu Jian,1
Liv Corfixen,1
Liv Ullmann,6
Livia Ungur,1
Lixin Fan,1
Liz Friedlander,1
Liz Garbus,10
Liz Holzman,1
Liz Marshall,1
Liz Miller,1
Liz Patrick,1
Liz Plonka,2
Liz Tuccillo,1
Liz W. Garcia,1
Liza Johnson,3
Lizzie Borden,2
Lloyd A. Simandl,1
Lloyd Bacon,31
Lloyd Corrigan,1
Lloyd French,1
Lloyd Goldfine,1
Lloyd Handwerker,1
Lloyd Ingraham,1
Lloyd Kaufman,17
Lloyd Kramer,3
Lloyd Richards,1
Lloyd Staszkiewicz,1
Lluís Quílez,1
Lo Lieh,1
Lo Wei,9
Lodewijk Crijns,2
Lodge Kerrigan,3
Logan Kibens,1
Logan McMillan,1
Logan Miller,2
Logan Sekulow,1
Lois Patiño,1
Lois Weber,3
Lola Doillon,2
Lola Grand,1
Lola Schnabel,1
Lone Scherfig,8
Longmond Leung Lok-Man,2
Lonny Price,5
Lorena Muñoz,1
Lorene Machado,2
Lorene Scafaria,2
Lorenz Knauer,1
Lorenzo Bianchini,1
Lorenzo Doumani,1
Lorenzo Gabriele,2
Lorenzo Garzella,1
Lorenzo Gicca Palli,1
Lorenzo Mattotti,1
Lorenzo Vigas,1
Lori Petty,1
Lori Silverbush,3
Lorna Cook,1
Lorraine Bracco,1
Lorraine Lévy,1
Lotfy Nathan,1
Lothar Mendes,4
Lotje Sodderland,1
Lotte Reiniger,1
Lou Adler,2
Lou Antonio,2
Lou Diamond Phillips,2
Lou Hamou-Lhadj,1
Lou Howe,1
Lou Kachivas,1
Lou Kennedy,1
Lou Lombardo,1
Lou Peterson,1
Lou Place,1
Lou Simon,1
Lou Ye,6
Louie Psihoyos,2
Louis Aimé Augustin Le Prince,3
Louis Alvarez,1
Louis C.K.,11
Louis Choquette,1
Louis Clichy,1
Louis D'Esposito,2
Louis Feuillade,7
Louis Garrel,1
Louis J. Gasnier,3
Louis J. Horvitz,1
Louis King,8
Louis Lefebvre,1
Louis Leterrier,7
Louis Lumière,7
Louis Malle,23
Louis Morneau,6
Louis Mouchet,1
Louis Myles,1
Louis Pepe,3
Louis Saïa,1
Louis Schwartsberg,1
Louis de Funès,1
Louis-Pascal Couvelaire,1
Louise Archambault,1
Louise Hooper,1
Louise Osmond,3
Louise Palanker,1
Louise Wadley,1
Lourens Blok,2
Lowell Dean,2
Lowell Sherman,5
Loyd Price,1
Lu Chuan,4
Lu Yang,1
Lu Zhang,1
Lubomir Levitski,2
Luc Besson,16
Luc Bondy,1
Luc Côté,1
Luc Dardenne,8
Luc Dionne,2
Luc Jacquet,3
Luc Picard,1
Luc Vinciguerra,1
Luca Barbareschi,1
Luca Bercovici,1
Luca Boni,1
Luca Guadagnino,4
Luca Lucini,2
Luca Miniero,4
Luca Ragazzi,2
Luca Tóth,1
Luca Vecchi,1
Luca Vendruscolo,2
Luca Verdone,1
Lucas Belvaux,6
Lucas Helth Postma,1
Lucas Jansen,1
Lucas Lowe,1
Lucas Pavetto,1
Lucas Platt,2
Lucas Reiner,1
Lucas Santa Ana,1
Luchino Visconti,16
Lucho Bender,1
Lucia Aniello,1
Lucian Alexandrescu,1
Lucian Pintilie,7
Luciano Ercoli,5
Luciano Moura,1
Luciano Ricci,1
Luciano Saber,1
Luciano Salce,15
Luciano Vidigal,1
Lucien Castaing-Taylor,2
Lucien Förstner,1
Lucien Hubbard,1
Lucien Jean-Baptiste,2
Lucile Hadzihalilovic,3
Lucille Celic,1
Lucio De Caro,1
Lucio Fulci,31
Lucio Pellegrini,3
Lucky McKee,6
Lucrecia Martel,3
Lucy Bailey,1
Lucy Hetherington,1
Lucy Mulloy,1
Lucy Walker,7
Lucía Puenzo,3
Ludo Cox,1
Ludovic Houplain,1
Ludwig Berger,1
Luigi Batzella,3
Luigi Bazzoni,4
Luigi Comencini,17
Luigi Cozzi,8
Luigi Falorni,1
Luigi Magni,6
Luigi Scattini,4
Luigi Vanzi,2
Luigi Zampa,10
Luis Alcoriza,1
Luis Berdejo,1
Luis Buñuel,26
Luis Carlos Hueck,1
Luis Esteban	,1
Luis Estrada,4
Luis Figueroa,1
Luis García Berlanga,6
Luis Llosa,5
Luis Lopez,2
Luis Mandoki,9
Luis Oliveros,1
Luis Ortega,1
Luis Piedrahita,1
Luis Prieto,2
Luis Puenzo,3
Luis Trenker,1
Luis Valdez,2
Luis de la Madrid,1
Luiso Berdejo,1
Luiz Bolognesi,1
Luiz Fernando Carvalho,1
Luiz Villaça,1
Luk Wyns,1
Lukas Bossuyt,1
Lukas Moodysson,7
Lukasz Karwowski,1
Luke Dodd,1
Luke Greenfield,4
Luke Guidici,1
Luke Korem,1
Luke Massey,1
Luke Matheny,2
Luke Meyer,3
Luke Moran,1
Luke Ricci,1
Luke Rivett,1
Luke Scott,1
Luke Sparke,1
Luke Wilson,1
Lulu Wang,1
Lung To,1
Luo Dong,1
Lupu Pick,1
Lutz Dammbeck,1
Lutz Gregor,1
Lutz Hachmeister,2
Luv Ranjan,1
Luís Galvão Teles,1
Lydia B. Smith,1
Lydia Tenaglia,1
Lyes Salem,1
Lyman Dayton,2
Lyndale V. Pettus,1
Lyndall Hobbs,2
Lyndon Chubbuck,1
Lynn Hershman Leeson,3
Lynn Novick,2
Lynn Roth,2
Lynn Shelton,4
Lynn Shores,2
Lynn True,1
Lynne Littman,1
Lynne Ramsay,3
Lynne Southerland,1
Lynne Stopkewich,5
Lyric R. Cabral,1
László Benedek,6
László Kardos,2
László Nemes,1
Léa Fazer,1
Léa Fehner,1
Léa Mysius,1
Léa Pool,4
Léo Lania,1
Lê Thanh Sơn,1
Lírio Ferreira,3
Lütfi Akad,1
M. Blash,1
M. David Melvin,1
M. Manikandan,1
M. Night Shyamalan,12
M. Raja,1
M. Saravanan,1
M. Sasikumar,1
M.A. Taylor,1
M.A. Thirumugham,1
M.G. MacPherson,1
M.J. Delaney,1
M.R. Shahjahan,1
M.S. Sathyu,1
MJ Dixon,1
MLB Productions,1
Maarit Lalli,1
Maarten Groen,1
Maarten Treurniet,2
Maartje Seyferth,3
Mabel Cheung,1
Mabel Normand,1
Mabrouk El Mechri,2
Mac Ahlberg,1
Mac Carter,1
Maccio Capatonda,2
Macha Makeïeff,1
Maciej Bochniak,1
Maciej Dejczer,2
Maciej Pieprzyca,3
Maciej Slesicki,1
Maciej Ślesicki,2
Maciej Żak,1
Maciek Szczerbowski,2
Mack Lindon,1
Mack Sennett,2
Mack V. Wright,4
Maclain Nelson,3
Maclain Way,1
Macon Blair,1
Madeleine Olnek,2
Madeleine Sackler,1
Madellaine Paxson,1
Madhur Bhandarkar,5
Madhur Jaffrey,1
Madonna,2
Mads Brügger,2
Mads Matthiesen,3
Mady Saks,1
Mae Czarina Cruz,2
Magdalena Piekorz,2
Magdalena Segieda,1
Magdalena Łazarkiewicz,1
Maggie Carey,1
Maggie Greenwald,5
Maggie Kiley,3
Maggie Peren,1
Magnus Gertten,1
Magnus Hedberg,1
Magnus Martens,2
Magnus Oliv,1
Magnus von Horn,1
Mahamat-Saleh Haroun,4
Mahesh Bhatt,4
Mahesh Kothare,3
Mahesh Manjrekar,8
Mahesh Nair,1
Mahiro Maeda,1
Mahmut Fazıl Coşkun,1
Mahsun Kırmızıgül,2
Mai Suzuki,1
Mai Tominaga,1
Mai Zetterling,3
Maiken Baird,1
Mairzee Almas,1
Maite Alberdi,1
Maite Ruiz de Austri,1
Maja Borg,1
Maja Classen,1
Maja Miloš,1
Majid Barzegar,1
Majid Majidi,7
Makinov,1
Makis Papadimitratos,2
Makoto Kamiya,2
Makoto Shinkai,10
Makoto Tezuka,1
Maksim Korostyshevsky,1
Maksim Pezhemskiy,1
Maksim Sveshnikov,1
Maksim Voronkov,1
Malcolm Clarke,1
Malcolm D. Lee,9
Malcolm Ingram,1
Malcolm Leo,3
Malcolm Marmorstein,1
Malcolm McDonald,1
Malcolm Mowbray,4
Malcolm St. Clair,7
Malcolm Venville,2
Malik Bader,3
Malik Bendjelloul,1
Malik Vitthal,1
Malika Zouhali-Worrall,2
Malu De Martino,1
Mami Sunada,1
Mamoru Hosoda,5
Mamoru Oshii,13
Man Ray,1
Manabu Asô,1
Manabu Oohashi,1
Mandeep Kumar,1
Mandie Fletcher,2
Mandy Stein,1
Maneesh Sharma,4
Manfred Becker,1
Manfred Stelzer,2
Manfred Vainokivi,1
Manfred Wong,1
Mani Haghighi,3
Mani Maserrat Agah,1
Mani Ratnam,13
Mani Shankar,1
Mania Akbari,2
Manijeh Hekmat,1
Manish Gupta,2
Manmohan Desai,1
Mannie Davis,2
Mannus Franken,1
Manny Coto,5
Manny Rodriguez,11
Manoel de Oliveira,15
Manolo Sarmiento,1
Manousos Manousakis,1
Mansoor Khan,2
Mansour Sora Wade,1
Manu Payet,1
Manuel Boursinhac,1
Manuel Carballo,2
Manuel De Landa,1
Manuel Gómez Pereira,3
Manuel Huerga,1
Manuel Iborra,1
Manuel Martín Cuenca,1
Manuel Poirier,2
Manuel Pradal,2
Manuel Sicilia,2
Manuel von Stürler,1
Manuela Burló Moreno,1
Manuk Depoyan,1
Mar Targarona,1
Mara Eibl-Eibesfeldt,1
Marah Strauch,1
Marat Magambetov,1
Marc Abraham,2
Marc Allégret,5
Marc Bauder,1
Marc Brummund,1
Marc Caro,4
Marc Clebanoff,1
Marc Connelly,1
Marc Crehuet,1
Marc Daniels,2
Marc Didden,1
Marc Erlbaum,1
Marc Esposito,2
Marc Evans,6
Marc F. Adler,1
Marc Fienberg,1
Marc Fitoussi,2
Marc Forby,1
Marc Forster,9
Marc Furmie,1
Marc Fusco,1
Marc Goldstein,1
Marc Gracie,2
Marc H. Simon,2
Marc Juvé,1
Marc Lawrence,5
Marc Levie,1
Marc Levin,6
Marc Meyers,1
Marc Moody,1
Marc Munden,4
Marc Pierschel,1
Marc Riba,1
Marc Rocco,3
Marc Rosenbush,1
Marc Rothemund,7
Marc Rylewski,1
Marc S. Grenier,3
Marc Schölermann,1
Marc Silver,1
Marc Singer,1
Marc Small,1
Marc Waltman,1
Marc Webb,4
Marc van Fucht,1
Marc-Andreas Bochert,1
Marcel Barrena,1
Marcel Camus,1
Marcel Carné,10
Marcel Gisler,1
Marcel L'Herbier,4
Marcel Langenegger,1
Marcel Ophüls,2
Marcel Pagnol,9
Marcel Rasquin,1
Marcel Roels,1
Marcel Sarmiento,4
Marcel Varnel,2
Marcel Łoziński,1
Marceline Loridan-Ivens,1
Marcell Iványi,1
Marcell Jankovics,3
Marcello Aliprandi,1
Marcello Andrei,2
Marcello Avallone,1
Marcello Cesena,2
Marcello Fondato,5
Marcelo Epstein,1
Marcelo Estévez,1
Marcelo Galvão,2
Marcelo Gomes,2
Marcelo Laffitte,1
Marcelo Machado,1
Marcelo Piñeyro,7
Marcie Hume,1
Marcin Bortkiewicz,1
Marcin Koszałka,1
Marcin Krzyształowicz,1
Marcin Wrona,2
Marcio Reolon,1
Marco Amenta,1
Marco Antonio Cury,1
Marco Bechis,3
Marco Bellocchio,11
Marco Bellone,1
Marco Berger,5
Marco Brambilla,4
Marco Danieli,1
Marco De Angelis,1
Marco Dutra,1
Marco Ferreri,21
Marco Kalantari,1
Marco Kreuzpaintner,3
Marco Mak Chi-Sin,1
Marco Manetti,1
Marco Martani,1
Marco Martins,3
Marco Niemeijer,1
Marco Petry,2
Marco Pontecorvo,1
Marco Ponti,2
Marco Pozzi,1
Marco Risi,4
Marco Ristori,1
Marco Schnabel,1
Marco Simon Puccioni,1
Marco Tullio Giordana,5
Marco van Belle,1
Marco van Geffen,1
Marcos Bernstein,1
Marcos Cabotá,1
Marcos Carnevale,3
Marcos Efron,1
Marcos Jorge,1
Marcos Martínez,1
Marcos Paulo,1
Marcos Prado,2
Marcos Siega,3
Marcos Zurinaga,1
Marcus Adams,3
Marcus Alqueres,1
Marcus Baldini,2
Marcus Cole,2
Marcus Daborn,1
Marcus DeLeon,1
Marcus Dunstan,3
Marcus Graves,1
Marcus Griffin,1
Marcus H. Rosenmüller,8
Marcus Lenz,1
Marcus Markou,1
Marcus Mittermeier,1
Marcus Nispel,6
Marcus Olsson,1
Marcus Ovnell,1
Marcus Raboy,14
Marcus Robbin,1
Marcus Spiegel,1
Marcus Vetter,2
Marcus Warren,1
Marcus Werner Hed,1
Mardana M. Mayginnes,1
Marek Brodzki,1
Marek Kanievska,3
Marek Koterski,7
Marek Losey,1
Marek Najbrt,1
Marek Nowicki,1
Marek Piestrak,1
Marek Piwowski,2
Marek Polgar,1
Maren Ade,3
Margaret Brown,2
Margaret Whitton,1
Margarethe von Trotta,8
Margarita Manda,1
Margarita Martinez,1
Margot Benacerraf ,1
Margreth Olin,1
Marguerite Abouet,1
Marguerite Duras,5
Margus Paju,1
Mari Asato,2
Mari Rantasila,1
