id_original,name
128846,Jean-Marie Straub
128847,"Phillip Neel,David H. Jeffery"
128848,Budd Boetticher
128854,Fred M. Wilcox
128856,Nicolai Albrecht
128862,"Victor Kargan,Steve Agee,Kelly Aluise,Susan Johnson,Alex Mebane,Mark Mower,Sammy Primero,Alec Tuckman"
128866,Brett Piper
128873,Roberto Rossellini
128876,"Ronnie Thompson,James Nunn"
12888,Hype Williams
12889,Peter Avanzino
128891,"Kevin Brownlow,Andrew Mollo"
128892,Kevin Brownlow
128899,King Vidor
12890,Noam Murro
128900,Kjell Grede
128917,Steven Fierberg
128939,Joris Ivens
128946,Torgny Anderberg
128960,Dušan Vukotić
128979,Peter Rowe
128990,Ernesto Cabellos
129,Hayao Miyazaki
12900,Frank Pierson
129006,Marcus Cole
129009,David Swift
12901,Charles Ferguson
12902,"Scott Jeralds,Joe Sichta"
12903,Joe Sichta
129062,Mario Caiano
129067,Peter Foldes
129089,"Ford Beebe,Robert F. Hill"
12911,Jacques Dorfmann
129112,Haifaa Al-Mansour
129115,Jazmín López
129119,Yeşim Ustaoğlu
12912,Marcos Siega
129129,Bill Morrison
129139,Maggie Carey
12914,Martin Wood
129175,"Andrew Corvey,Andrew W. Robinson"
12919,Steve Rash
12920,John Gatins
12921,"Rick Moranis,Dave Thomas"
129229,Aleksandr Tatarskiy
129237,Tatsushi Ohmori
12924,Makoto Shinkai
129251,Joseph Sargent
129269,"Iain Riddick,Martin Williams,Nathan Williams"
129277,Samira Makhmalbaf
129303,Norman McLaren
129311,Todd Morris
129332,Gary Graver
129359,Per Gunvall
129360,Gaël Lieblang
129363,"Jean-Marie Straub,Danièle Huillet"
129383,Yoshimitsu Morita
1294,Chris Kraus
129400,Marcelo Laffitte
129405,Joseph Sargent
129415,Marcus Raboy
129417,Mark Donskoy
129418,Corey Grant
129427,Bartosz Konopka
129432,Sólveig Anspach
129455,Ken Loach
129467,Tage Danielsson
129507,Shirish Kunder
129517,Piotr Mularuk
129518,Karim Traïdia
129530,Kamal Ahmed
129533,Ezekiel Norton
129535,Frank Woodruff
129542,Percy Adlon
129552,Peter von Bagh
129553,"George Cukor,Charles Vidor"
129564,Elio Petri
129577,"León Klimovsky,Enzo G. Castellari"
129579,Sergio Martino
129609,Masato Harada
129627,"Mario Bava,Antonio Román"
129628,Pat O'Connor
129670,Alexander Payne
129682,Frederick Wiseman
129689,Nobuhiko Ôbayashi
129728,"Kristina Lindström,Maud Nycander"
129734,Ulrich Seidl
129745,Takahiro Miki
129798,Hunter G. Williams
129806,Iosif Kheifits
129820,Miklós Jancsó
129830,"Mikhail Zharov,Vladimir Rapoport"
129847,Giuliano Carnimeo
129850,Law Chi-Leung
129851,Giuliano Carnimeo
129854,Alex Karpovsky
129865,Louis Lumière
129882,Nina Menkes
129933,Paz Encina
12994,John August
129942,Abbas Kiarostami
129943,Abbas Kiarostami
129945,Abbas Kiarostami
129966,Alexandre Astier
129974,Lesley Selander
13,Robert Zemeckis
130002,Ken Burns
13001,Robert C. Cooper
130015,Georges Méliès
13002,Greg Richardson
13003,Alex Gibney
13004,Gino Nichele
13005,Art Linson
130055,Pascal Bonitzer
13006,Tony Maylam
130062,Max Linder
130064,Irving Cummings
13007,Larry Charles
13008,Tommy O'Haver
13009,Jay Lee
130090,Peter Godfrey
130098,Frank McDonald
130100,Gerd Oswald
13012,Ric Roman Waugh
13013,Freddie Francis
130134,William A. Wellman
13014,Brian Flemming
13015,Rocco Urbisci
130150,Jason Reitman
13016,Peter Joseph
13017,"Howard E. Baker,Arish Fyzee"
13018,Marcel Langenegger
13019,Martin Gero
13020,Alex Gibney
13021,Michael Lehmann
13022,Greg McLean
13023,"Ricki Stern,Anne Sundberg"
130233,Bernd Böhlich
130241,Keisuke Kinoshita
130243,James Whale
13025,George A. Romero
130267,John Stockwell
130269,Ignacio Agüero
13027,D.J. Caruso
130272,Vincent Monnikendam
130275,William C. de Mille
130278,Taron Lexton
130296,John Huston
130300,David S. Cass Sr.
130322,Enzo G. Castellari
130358,Lloyd Kramer
130374,Sam Wood
130398,Robert Z. Leonard
130401,Ted Kotcheff
130402,Eagle Pennell
13041,Alejandro Jodorowsky
13042,Doug Sweetland
130424,"Vincente Minnelli,Gottfried Reinhardt"
130436,DJ Spooky
130445,Chris Sullivan
130450,D.W. Griffith
130452,Ray Enright
130457,Eugenio Martín
130458,Camila Guzmán Urzúa
130474,"Jack Cardiff,John Ford"
130492,Michele Soavi
130507,William Keighley
13051,John Moore
130515,Judy Chaikin
13053,"Chris Williams,Byron Howard"
13054,Julian Gilbey
130544,Werner Schroeter
13055,Amber Benson
13056,Lexi Alexander
13058,Noel Clarke
13059,"David Bruckner,Dan Bush,Jacob Gentry"
130593,"Lisa Barros D'Sa,Glenn Leyburn"
13060,Gary Rydstrom
13061,Jim Capobianco
130612,Sophie Huber
13062,"Bud Luckey,Roger Gould"
130623,Raúl de la Fuente
130624,Douglas Sirk
130627,"Charlotte Boisson,Julien Fourvel"
13063,Trey Parker
130633,Abel Gance
130638,Bertrand Blier
130639,Kazuo Hara
13064,Rob Bowman
13065,Peter Tolan
130650,Jacqueline Audry
13066,Jeff Garlin
13067,Jon Kasdan
130677,Andrew Neel
13068,Jeffrey Blitz
130694,André Erkau
13070,Alexandra Lipsitz
130717,Pál Fejős
130719,Michelangelo Antonioni
13072,Michael Corrente
13073,Todd Solondz
130736,Dietrich Brüggemann
130739,Jan Ole Gerster
13074,Rod Lurie
130745,Richard Hankin
130747,Til Schweiger
13075,Laurie Collyer
130750,Nisha Pahuja
130754,"Jakob Montrasio,Tim Graf"
13076,Andrew Wagner
13078,David Ross
13079,Vadim Perelman
130798,David Sieveking
130802,Richard Parry
130804,Ilian Metev
130813,Lloyd Bacon
130816,D.W. Griffith
130824,Jonas Mekas
130881,Michael Powell
130882,Michael Powell
130885,Douglas Sirk
13090,Christine Jeffs
130900,Robert Z. Leonard
130917,Bob Clark
13092,Robert B. Weide
130925,Mark A. Walsh
13094,Gregg Bishop
130948,Michele Massimo Tarantini
130957,Josef Mach
130973,"Argyris Papadimitropoulos,Jan Vogel"
13098,Charles Stone III
130980,Henry Levin
13099,Benny Chan
130993,Maja Borg
131027,Zoltán Huszárik
131039,Mike Barker
131045,Mikhail Romm
13105,Stan Dragoti
13107,Mark Pellington
131074,Charles Crichton
131098,"Sid Smith,Ron Field"
131116,"Krzysztof Krauze,Joanna Kos-Krauze"
131172,Michael Lindsay-Hogg
13119,Matthiew Klinck
131194,Anthony Harvey
13120,Alex Holdridge
13121,Mitchell Lichtenstein
13122,Wes Craven
131220,Jesse Vile
13123,Raj Kumar Gupta
131232,"Francesco Sframeli,Spiro Scimone"
13127,Wilson Yip
13128,Masaya Kakei
131313,Delbert Mann
13132,David Gordon Green
131334,Fiorella Infascelli
131343,Reynir Lyngdal
131351,Robert Markowitz
131360,John Ford
131366,"Paul Leni,Leopold Jessner"
13137,Donal MacIntyre
131398,Ulrich Seidl
13140,Clayton Jacobson
13141,Paul Dinello
131433,Shuhei Morita
131434,Pedro Lazaga
131455,D.W. Griffith
131457,Frank Borzage
131475,Jason Lapeyre
131476,Nikos Nikolaidis
131478,Manoel de Oliveira
13150,Gavin O'Connor
131503,Saara Cantell
131504,Roy Rowland
131507,Enzo di Gianni
13151,"Hiroshi Aoyama,Kazumi Fukushima,Jim Stenstrum"
13153,Dwight H. Little
13154,Mark L. Lester
13155,Walter Murch
13156,Tim McCanlies
13158,"Dave Willis,Matt Maiellaro"
131585,Salvatore Samperi
13159,Garry Marshall
13160,Jeff Lowell
13161,Rob Schneider
13162,James Keach
13163,Walt Becker
131631,Francis Lawrence
131634,Francis Lawrence
131653,Nikos Nikolaidis
13166,Tom Green
13167,Tim Hamilton
131671,Richard Schickel
131673,Scooter Downey
13168,Gregg Araki
131689,Peter Winther
13169,Michael Showalter
13170,Michael Shapiro
13171,Jesse Peretz
13172,Steve Conrad
131729,Steven Schachter
13173,David Wain
131732,Erle C. Kenton
131737,Frank Harper
131739,Izuru Narushima
131764,Mitchell Leisen
13177,Stuart Townsend
131770,Mitchell Leisen
131781,Norman Taurog
13179,Bradley Raymond
131792,Peter B. Hutton
131799,Anthony Newley
13180,Peter Joseph
131805,Jorge Fernando
131815,Amando de Ossorio
131822,Arto Koskinen
13183,Zack Snyder
131830,Luciano Salce
131836,Henri Colpi
131837,Edward Dmytryk
13184,"Danny Pang,Oxide Pang Chun"
13185,Menhaj Huda
13186,Joe Lynch
131861,Robert Gist
13187,Bill Melendez
13188,Brian Desmond Hurst
131880,"Kate Davis,David Heilbroner"
131887,Steve Stone
13189,Clive Donner
131897,Maurizio Nichetti
131898,Henry King
13190,Chuck Patton
131903,Carol Wiseman
131907,Jordi Mollà
13191,Joshua Seftel
131914,Larry Shaw
131916,"Bob Badway,Michael Emanuel"
13192,"Colin Chilvers,Jerry Kramer,Jim Blashfield"
13193,Brian Dannelly
131932,Javier Cárdenas
131934,Paul Marcus
13194,Yoshiaki Kawajiri
131940,Mansoor Khan
131944,Michael Curtiz
13195,Michael Radford
131957,Alan Jacobs
131958,Gerald Bezhanov
13196,Helen Hunt
131966,Barry Shear
13197,Robert Moresco
13198,Goran Dukic
13199,Edward James Olmos
131997,Nikos Nikolaidis
132,"Albert Maysles,Charlotte Zwerin,David Maysles"
13200,"Lucky McKee,Trygve Allister Diesen"
13201,Scott Kalvert
13203,Steve Rash
132030,Svetlana Baskova
132038,Norman McLaren
13204,"Victor Cook,Tad Stones"
13205,Brian Pimental
13206,Chris Waitt
132064,Taylor Sheridan
13207,Marcus Nispel
13209,"Jafar Panahi,Jafar Panahi"
13210,Michael Anderson
132122,Raffaello Matarazzo
132128,Stéphane Pachot
132133,Andrzej Munk
132137,Louis Morneau
132141,Wojciech Has
132144,Patricio Guzmán
132148,Patricio Guzmán
132150,Patricio Guzmán
132166,Jean Renoir
132185,Don Argott
13220,Toby Wilkins
13221,Nils Gaup
13222,Jeff Feuerzeig
132227,Fernando E. Solanas
13223,Clint Eastwood
132232,Andy Muschietti
132236,Stanley J. Orzel
13225,Bill Kroyer
132263,René Clair
132298,"Alejandro Stoessel,Carlos Olivieri"
132316,Yash Chopra
132320,Héctor Olivera
132328,Michael Landon
132332,Henri-Georges Clouzot
132342,Alberto Arvelo Mendoza
132344,Richard Linklater
132363,Lee Daniels
132379,Walter R. Booth
132392,Humphrey Jennings
132397,Yevgeni Bauer
13241,Guy Maddin
132422,Marc Fusco
132426,Stephen Poliakoff
13243,"Bernie Goldmann,Melisa Wallack"
13245,Zacharias Kunuk
13246,"Phil Roman,George Singer"
13247,"Eric Till,Peter Harris"
13249,David Von Ancken
13250,Mike Barker
132506,Wesley Ruggles
13251,Paul Schrader
132518,Saratswadee Wongsomphet
13252,Renny Harlin
13253,Dwayne Carey-Hill
13254,Simon Rumley
132540,Mark Jarrett
132542,James Yukich
13255,Adam Marcus
132551,Branko Schmidt
13256,Simon Hunter
132561,Guy Lee Thys
13257,Craig Gillespie
13258,Garth Jennings
13259,Nanette Burstein
132597,Henry King
13260,Kent Alterman
132601,"Mark A.Z. Dippé,Taedong Park"
132608,Mauro Lima
132641,"Mikio Naruse,Mikio Naruse"
132654,Lewis Milestone
132705,Ramón Obón
132709,James Whitaker
132712,Andrucha Waddington
132714,Burt Gillett
132725,Ron Judkins
13274,"Tetsuya Nomura,Morio Asaka"
132744,Shashilal K. Nair
13275,Justin Lin
132759,Roman Prygunov
132765,Adam Meyerowitz
13277,Justin Rhodes
13279,Neil LaBute
13280,Harvey Glazer
132812,Michèle Ohayon
13282,Paul Bartel
13283,Greg Richardson
13284,Walter P. Martishius
13285,"William Lau,Walter P. Martishius"
132859,Joseph Kane
132873,Thomas Frickel
132883,Lloyd Bacon
132887,Alan Berliner
132894,Mario Philip Azzopardi
13291,Jeffrey Nachmanoff
132912,Mimi Chakarova
132923,Michael Winnick
132928,William Keighley
13293,Robert Clouse
132936,Dirk Hagen
132939,William Witney
132957,Kim Tae-kyung
13296,"Cem Yılmaz,Ali Taner Baltaci"
132961,Robert Altman
13299,Shôsuke Murakami
133,Robert Drew
13300,Larry Bishop
133008,Aleksey German
133018,John Erman
133021,Glenn A. Jordan
13305,Siegfried Hartmann
133063,Georges Méliès
133082,Javier Rebollo
133088,Dmitriy Astrakhan
13310,Tomas Alfredson
133108,Ryan Richmond
13311,Yang Yun-ho
133115,Rob Morrow
133119,Charles Walters
13312,"Alexandre Bustillo,Julien Maury"
133121,Makoto Kamiya
133123,Mario Caserini
13313,Andrew Knight
133131,Sam Jaimes
133137,Andrew Parkinson
133148,Joseph Sargent
13315,Takashi Miike
133160,Kaneto Shindô
13317,Esteban Sapir
13318,Jens Lien
133183,Zsolt Bács
13319,Anders Banke
13320,Stanley Donen
133200,Choo Chang-min
13321,Alfred Hitchcock
133213,Willis H. O'Brien
133241,Tom Gustafson
133255,Richard C. Kahn
133328,Barry Shear
13333,Robert Clouse
133339,Carl Schenkel
13335,"Jon Hurwitz,Hayden Schlossberg"
13336,Julien Leclercq
133369,Christopher MacBride
13337,Zoe R. Cassavetes
133373,Jerzy Skolimowski
13338,Chris Graham
133382,George C. Wolfe
13339,Phil Joanou
133396,Alex Schmidt
13341,Richard Linklater
133411,Dag Johan Haugerud
13342,Amy Heckerling
13343,Alan Rafkin
133441,Nick Ryan
133446,Richard Gabai
133448,Rupert Goold
133458,Lasse Hallström
133459,Hannes Holm
13346,David Seltzer
133463,Daniel Krige
133469,Olivier Dahan
13348,Gary Hustwit
133485,Vincent Dieutre
133491,Rodrigo Plá
13350,Charles A. Nichols
13351,Jun Falkenstein
13352,Kirk R. Thatcher
133521,Filip Marczewski
133523,Nikos Nikolaidis
13353,Bill Melendez
13354,Joe Sichta
13355,Chuck Sheetz
133557,Julian Jarrold
133558,Ryan Little
133560,Masahiro Shinoda
133563,Masahiro Shinoda
133569,Cláudio Assis
133575,Dan Ireland
13358,Ron Oliver
13359,Nathan Frankowski
13360,Brett Leonard
133601,Kim Hwi
133603,HongSeon Kim
13362,Alex Gibney
13363,Richard Schenkman
13364,Amy Berg
133643,Victor Sjöström
13365,Michael Apted
13368,Michael Curtiz
133684,Pavel Chukhray
13369,Franc. Reyes
133694,Gus Van Sant
133698,Pascal Chaumeil
13370,Christopher Guest
133701,Ian Hubert
133704,Troy Miller
13371,Andy Humphries
133715,Hall Bartlett
13372,Robert Greenwald
13373,Danny Boyle
133736,"David Deschamps,Leslie D. Farrell,Bennett Singer"
133738,Camilo Vila
13374,Tim Fywell
133741,"Paul Lovelace,Jessica Wolfson"
133750,Ruy Guerra
13376,Seth Kearsley
133764,Kristina Buozyte
13377,"Chuck Jones,Ben Washam"
13378,"Matthew O'Callaghan,Theresa Cullen,Carole Holliday"
133781,John G. Avildsen
133783,Bille August
133786,Jeremy Grant
133788,Giuseppe Piccioni
133790,Greg Mottola
133792,Charles Vidor
13380,Phillip Borsos
133805,Kimberly Peirce
13382,Larry Roemer
133823,"Katherine Fairfax Wright,Malika Zouhali-Worrall"
133827,Jean Becker
13383,René Cardona
133831,Kevin Tenney
13384,Ken Loach
13385,John Boulting
13386,Massimo Troisi
13387,Olivier Megaton
133879,Charlotte Brandström
13389,Jon Avnet
13390,Nolan Lebovitz
13391,Fumihiko Sori
133919,Ingmar Bergman
13393,Çağan Irmak
133931,Wayne Thornley
13394,Gary Trousdale
133941,Riccardo Freda
133953,Sam Qualiana
13396,"Jimmy T. Murakami,Dianne Jackson"
133964,Shin Su-won
13397,"Jules Bass,Arthur Rankin, Jr."
133977,Hiroaki Matsuyama
13398,Satoshi Kon
134,Joel Coen
13400,"Jules Bass,Arthur Rankin, Jr."
13401,Griffin Dunne
134012,Nikos Nikolaidis
134018,Vadim Glowna
13402,"Danny Pang,Oxide Pang Chun"
13403,John Cameron Mitchell
13405,Roger Spottiswoode
13406,Tod Harrison Williams
13408,DJ Pooh
13409,Damon Dash
134096,Diego Kaplan
13411,John Whitesell
13412,Robert Cuffley
134126,Sangyoon Lim
13413,Angus MacLane
134132,Ric Klass
13414,Theo Avgerinos
134144,Reginald Barker
13415,Chuck Jones
134153,Dimitri Logothetis
134155,Ernest C. Warde
134158,Don Letts
13416,Peter Berg
134168,"Ken Annakin,Harold French,Roy Goddard,Gerald O'Hara"
13417,"Saul Blinkoff,Elliot M. Bour,Robin Steele"
134201,Robert Butler
134209,Abbas Kiarostami
134215,Madhur Bhandarkar
134223,Peter Collinson
134238,Louis King
134255,Michael Stephenson
13428,Gregor Jordan
13429,Olly Blackburn
13430,Takashi Yamazaki
134308,Ian Toynton
13432,Julie Bertuccelli
13433,Sue Brooks
13434,John Junkerman
13435,Denzel Washington
134350,Sion Sono
134355,Gene Kelly
13436,Chookiat Sakveerakul
134360,Burt Gillett
134362,Pedro Ultreras
134366,John Poliquin
134368,Bruno Barreto
13437,Martyn Burke
134371,John Putch
134372,Joe Swanberg
134374,Michael Bay
134375,Peter Hewitt
13438,Bahman Ghobadi
13439,Rolf de Heer
134390,Shimon Dotan
134394,Andrew Currie
134397,Robert Fowler
13440,Jonathan Demme
134409,Gotham Chopra
13441,Dylan Kidd
134411,Ric Roman Waugh
134415,Geoff Anderson
13442,David S. Goyer
134427,Monta Bell
134435,Edward Bernds
134446,Kamal Haasan
134458,Joseph Merhi
13446,Bruce Robinson
134463,Éric Rohmer
134472,Greg Swartz
134474,"Lal,Siddique"
134475,Roscoe 'Fatty' Arbuckle
134477,Sathyan Anthikad
13448,Ron Howard
134480,James Whale
13455,Paul McGuigan
134569,Joo-Young Ban
13457,Douglas Sirk
13459,William Lau
134597,Marcus Dunstan
13460,Neil Marshall
134602,Maro Chermayeff
134608,Javier Setó
13461,Luca Guadagnino
134632,"Mike Fetterly,Steve Sacks"
13465,"James Algar,Clyde Geronimi,Jack Kinney"
134656,Spencer Susser
13466,Joe Johnston
134662,Joel Potrykus
134673,Gilles Bourdos
134679,Franco Prosperi
13468,Lodge Kerrigan
134680,Manny Rodriguez
134688,Jay Karas
134693,"Megan Peterson,John Douglas Sinclair"
13470,Yves Simoneau
134705,Mika Kaurismäki
13471,Miguel Courtois
134732,Lou Place
134733,Savva Kulish
134738,James Ivory
13474,Franck Khalfoun
134743,Jonathan Demme
134746,John Flynn
13475,J.J. Abrams
134750,J. Stuart Blackton
134756,John Lechago
13476,Robert Luketic
13477,Mark Steven Johnson
134777,"Craig R. Baxley,Michael W. Watkins"
134782,Rosa Karo
13480,John Moffitt
134806,Charles Haid
13481,Chang Cheh
134812,"Sonny Laguna,Tommy Wiklund"
13482,Robert Redford
13483,Joby Harold
13484,Jody Hill
134841,Vishal Bhardwaj
13485,Mark Sandrich
13486,Russell Mulcahy
13488,Troy Miller
134881,Daisy von Scherler Mayer
13489,P.J. Pesce
13490,Malcolm D. Lee
134908,"Nabil Ayouch,Jamal Belmahi"
13491,Peter Flinth
13492,Xavier Gens
13493,Roger Kumble
13495,Agustín Díaz Yanes
13496,Les Mayfield
13497,Charles Stone III
13498,Stephen Herek
13499,Raja Gosnell
134990,Chang Jung-Chi
135,D.A. Pennebaker
13501,Jake Paltrow
13503,Steve Miner
135047,Sebastian Gutierrez
13505,Brian Robbins
13506,Andrey Kravchuk
13507,Florent-Emilio Siri
13508,Chris Paine
13509,Fred Dekker
135097,Ryan Mitchelle
13510,James Watkins
13511,George Pavlou
13514,John Woo
13515,Alexandre Aja
13516,Michael Moore
135161,Leszek Dawid
13517,"Michael Hegner,Karsten Kiilerich"
13519,Mick Garris
135195,Paul Spurrier
135198,Eric Khoo
135199,Sriram Raghavan
13520,Boaz Davidson
135200,Alexander Poe
135204,"Kaspar Jancis,Ülo Pikkov"
13521,Boaz Davidson
135210,Denis Neimand
135214,Jan Troell
13522,Peter Flinth
135225,Antti Jokinen
13523,Sean Anders
13524,Ken Annakin
13526,Kathryn Bigelow
135260,Ottavio Alessi
135275,John Emerson
13528,George Cukor
135281,Noémie Lvovsky
135286,René Clément
13529,"Thomas Bangalter,Guy-Manuel de Homem-Christo"
135307,Michel Hazanavicius
135309,Don Michael Paul
13531,Allan Moyle
135312,Peter Jones
135313,Jeff Kurtti
135317,Florian Opitz
13532,Kyle Newman
13533,Robert Meyer Burnett
135335,Yasujirō Ozu
135337,Mai Zetterling
13534,Andrews Jenkins
13535,Chris Cunningham
13536,Michael Caton-Jones
135362,Theu Boermans
135368,Darren Lynn Bousman
13537,Billy Ray
13538,Dan Reed
135385,Massimo Pupillo
13539,Mark Piznarski
135390,Hans Alfredson
135397,Colin Trevorrow
13541,Vadim Jean
135418,Wayne Wang
13542,Tom Hooper
13544,Piti Jaturaphat
135465,John Borowski
135473,Simon Callow
13548,Zev Berman
135482,Ralph E. Portillo
13549,Dan Curtis
13550,Peter Medak
13551,Karen Moncrieff
135510,Franco Prosperi
13552,Gregg Araki
13553,Abel Ferrara
135536,Tinto Brass
13554,John Sayles
135545,Barbara Kopple
135547,Gilbert Lukalia
13555,Tobe Hooper
135561,Rodrigo Aragão
13557,Mike Mendez
135579,April Mullen
13558,John Borowski
13559,Tobe Hooper
135598,Yukiko Mishima
13560,Menno Meyjes
13561,Jeremy Saulnier
13562,Gregory La Cava
13563,Jay Chandrasekhar
13564,Víctor García
135647,Jacob Aaron Estes
135652,David Raynr
135659,Anders Nilsson
13567,Robert Hiltzik
135670,Kerry Bellessa
135678,Robert Celestino
135679,Andrew Jenks
135686,Scott Saunders
13569,Robby Henson
135695,Stefano Mordini
135696,"Enrique López Lavigne,Juan Cavestany"
135697,Pedro Luis Ramírez
13570,David Schmoeller
135708,Todd Rohal
13571,Herbert Ross
135713,Will Bakke
135714,Thomas Russell
135718,Umesh Shukla
13572,Philip Kaufman
13573,Matthew Ryan Hoge
13574,Mike White
13576,Kenny Ortega
13577,Mark Lafferty
135787,Mark Rappaport
13579,Fred Durst
135799,Masaaki Akahori
1358,Errol Morris
13580,Martin Ritt
135800,Sut Jhally
13581,"Alberto Cavalcanti,Charles Crichton,Basil Dearden,Robert Hamer"
135812,Dario Argento
135832,Stephan Schesch
13584,Nick Morris
13585,Russell Thomas
135855,Frank Pierson
135858,Gerry Lively
13586,Michael Matheson
13587,Anastasia Pappas
13589,Lawrence Jordan
135890,Mark Frost
1359,Mary Harron
13590,Peter Richardson
13591,John Gordillo
13592,Declan Lowney
135921,Stevan Riley
135938,Maciej Ślesicki
13595,Michael Lehmann
13596,Howard Deutch
13597,Jim Henson
135990,Scott Graham
136,Tod Browning
1360,Julie Taymor
13600,Gil Kenan
136058,"Jim Klein,Julia Reichert"
136070,Masanori Tominaga
136071,Anders Nilsson
136074,David Schmoeller
136080,Roar Uthaug
136087,Prapas Cholsaranon
1361,"Jules Bass,Arthur Rankin, Jr."
13610,Michael Campus
136106,Dorothy Arzner
136109,Paul Sloane
13611,Michael Addis
13612,Tommy Chong
13613,Steve Miner
136134,Marc Evans
13614,Andrzej Wajda
136141,Victor A. Turin
136146,Trevor Sands
13616,Krisztina Goda
13617,Stian Kristiansen
13618,Andy Fickman
136190,David Ondříček
1362,"Jules Bass,Arthur Rankin, Jr."
13621,Ole Martin Hafsmo
136215,"Bernard Deyriès,Bill Dubay"
136238,Colin Nutley
136254,George T. Miller
13626,Nikolaj Arcel
136278,Nick Murphy 
136294,"Dominique Farrugia,Arnaud Lemort"
136296,Jon Brewer
1363,Stephen Frears
13630,Magnus Martens
136311,Michael Covert
13632,Charles Correll
13633,Rick Rosenthal
136336,"Anthony Bushell,Reginald Beck"
136339,Nikos Zapatinas
13634,Tay Garnett
136345,Bertrand Normand
13635,Jean-François Richet
13636,Chris Bell
136366,Ben West
136368,Kompim Kemgumnird
13637,Takashi Miike
136386,Jesse Lawrence
13639,Pieter Verhoeff
1364,Julio Médem
13640,"Lauren Montgomery,Bruce Timm"
136400,Baltasar Kormákur
136403,Régis Roinsard
13641,Jieho Lee
136418,Steven Knight
13643,Rocco Urbisci
136437,David Lambert
13644,Robert Lieberman
136459,"Cyrill Boss,Phillip Stennert"
13646,Christophe Van Rompaey
136466,Noah Buschel
13647,"Jay Oliva,Patrick Archibald"
136476,Turner Clay
13648,Makoto Kamiya
13649,Kenny Ortega
1365,Marc Forster
13650,Tom DiCillo
13651,Alejandro Doria
13652,Éric Besnard
136525,William Nigh
13653,Fabián Bielinsky
13654,"Jim Kammerud,Brian Smith"
13655,Matthew Diamond
136553,Chuck O'Neil
136558,"Paiman Kalayeh,John Lyons Murphy"
136572,Carlo Lizzani
136576,Alberto De Martino
136582,Elie Wajeman
136585,Lloyd Kaufman
1366,John G. Avildsen
136616,Sherry Hormann
136619,Enzo D'Alò
136627,Bimal Roy
13665,Steve Gordon
13666,George Waggner
136663,Uri Barbash
13667,Savage Steve Holland
13668,Susannah Grant
13669,Peter Godfrey
136698,Robert Connolly
1367,Sylvester Stallone
13671,Morton DaCosta
136716,David Helpern
13672,Mabrouk El Mechri
136727,Tudor Giurgiu
13673,Joe Roth
136735,Carlos Moreno
136741,Akan Satayev
136742,Yevgeni Pashkevich
136743,Darko Mitrevski
13675,"Jules Bass,Arthur Rankin, Jr."
136752,Hernán Jabes
13676,Peggy Holmes
136762,Michael Snow
13678,Nicolas Vanier
136786,Dheeraj Akolkar
13679,"Michel Ocelot,Bénédicte Galup"
136793,"John Kafka,Yoon-suk Choi"
136795,Paul Feig
136797,Scott Waugh
136799,"Mike Mitchell,Walt Dohrn"
1368,Ted Kotcheff
13680,Andy Fickman
136801,Leonardo Araneo
13681,Robert Benton
13682,Frank Nissen
13683,"Victor Cook,Steve Loter,Don MacKinnon,Lisa Schaffer"
136835,Sam Miller
136842,Marshall Neilan
13685,Wes Anderson
136850,Jamie Babbit
136867,Renny Rye
13687,Stephen Surjik
13688,Stephen Chow
136884,George Sluizer
13689,Victor Salva
1369,George P. Cosmatos
13690,"Matthew O'Callaghan,Todd Wilderman"
136902,Miroslav Momčilović
13691,Francis Glebas
136911,Morgan O'Neill
13692,Austin Chick
136921,Patrick Jean
136928,Benjamin Dickinson
13696,Michael Curtiz
136966,George Archainbaud
13697,Lawrence Kasdan
13698,Ron Howard
13699,John Rice
137,Harold Ramis
1370,Peter MacDonald
13700,"Will Finn,John Sanford"
137002,Athina Rachel Tsangari
137008,James Benning
13701,Bernard Rose
137014,Spike Jonze
13702,John Waters
13703,Marek Kanievska
137037,Werner Schroeter
13704,Greg Beeman
13707,Charlie Chaplin
137072,Tom Shkolnik
137079,Ibrahim El-Batout
137093,Jon Turteltaub
137094,Kenneth Branagh
1371,Sylvester Stallone
13710,Isabelle Mergault
137106,"Phil Lord,Christopher Miller"
137113,Doug Liman
137116,Kelly Asbury
13713,Laurent Tuel
137144,Manny Rodriguez
137145,"Levan Bakhia,Beqa Jguburia"
13715,James Foley
137174,Larry Clark
137180,Sachin Kundalkar
137182,Felix Van Groeningen
137193,Jean-Christophe Dessaint
1372,Edward Zwick
137200,Thom Lu
13721,Art Camacho
137217,Jim Cliffe
13722,Don E. FauntLeRoy
137221,Camilo Tavares
137222,"Kris Elgstrand,Dylan Akio Smith"
13723,Dolph Lundgren
137236,Chris Fiore
13726,Claude Miller
137269,Dominique Benicheti
13728,Albert Dupontel
137285,Brett Morgen
1373,Jeroen Krabbé
13730,Richard Berry
137308,Ligy J. Pullappally
137310,Steve Boyum
137312,Alex Karpovsky
137315,Paolo Virzì
13732,Gérard Krawczyk
137321,Akiva Goldsman
13733,"Gérard Bitton,Michel Munz"
137333,Matthew Leutwyler
13734,Marc Esposito
137347,Nae Caranfil
137357,Brian Desmond Hurst
137366,Dick Carruthers
137370,Marc Fitoussi
137381,Joel Heath
13739,Christian Vincent
1374,Sylvester Stallone
137400,Tsai Yueh-Hsun
137409,"Sunny Luk Kim-Ching,Longmond Leung Lok-Man"
13741,"Eric Judor,Ramzy Bedia"
13742,Kim Chapiron
137429,William Keighley
